ai_idx,score,hung_match,hung_dist,pred_sel,conf_sel,conf_abs_err
90781,-0.00016558170318603516,1,0.0,1,1,0.00016558170318603516
92609,-0.0004304051399230957,1,0.0,1,1,0.0004304051399230957
75097,-0.0005598664283752441,1,0.0,1,1,0.0005598664283752441
48583,-0.0005840063095092773,1,0.0,1,1,0.0005840063095092773
13607,-0.0006150007247924805,1,0.0,1,1,0.0006150007247924805
38209,-0.0008142590522766113,1,0.0,1,1,0.0008142590522766113
28806,-0.001153111457824707,1,0.0,1,1,0.001153111457824707
84413,-0.0013331174850463867,1,0.0,1,1,0.0013331174850463867
45491,-0.0013944506645202637,1,0.0,1,1,0.0013944506645202637
40211,-0.0019576549530029297,1,0.0,1,1,0.0019576549530029297
15482,-0.002477705478668213,1,0.0,1,1,0.002477705478668213
72357,-0.0032901763916015625,1,0.0,1,1,0.0032901763916015625
80630,-0.0033218860626220703,1,0.0,1,1,0.0033218860626220703
77339,-0.0034717917442321777,1,0.0,1,1,0.0034717917442321777
97106,-0.003519713878631592,1,0.0,1,1,0.003519713878631592
63795,-0.003962039947509766,1,0.0,1,1,0.003962039947509766
81881,-0.004391491413116455,1,0.0,1,1,0.004391491413116455
38024,-0.004517197608947754,1,0.0,1,1,0.004517197608947754
43594,-0.004689991474151611,1,0.0,1,1,0.004689991474151611
60837,-0.005417048931121826,1,0.0,1,1,0.005417048931121826
46854,-0.006022453308105469,1,0.0,1,1,0.006022453308105469
19303,-0.00626981258392334,1,0.0,1,1,0.00626981258392334
98884,-0.00943613052368164,1,0.0,1,1,0.00943613052368164
10318,-0.009600698947906494,1,0.0,1,1,0.009600698947906494
96734,-0.010151922702789307,1,0.0,1,1,0.010151922702789307
52373,-0.013850915245711803,1,0.0,1,1,0.013850915245711803
45174,-0.014063835144042969,1,0.0,1,1,0.014063835144042969
24670,-0.01440209150314331,1,0.0,1,1,0.01440209150314331
71831,-0.014942944049835205,1,0.00119704008102417,1,1,0.013745903968811035
17440,-0.015138626098632812,1,0.0,1,1,0.015138626098632812
56283,-0.015993177890777588,1,0.0,1,1,0.015993177890777588
23874,-0.018138527870178223,1,0.0,1,1,0.018138527870178223
51991,-0.03070729970932007,1,0.0,1,1,0.03070729970932007
50842,-0.031139850616455078,1,0.0,1,1,0.031139850616455078
83777,-0.03482788801193237,1,0.0,1,1,0.03482788801193237
65842,-0.047948360443115234,1,0.0,1,1,0.047948360443115234
28254,-0.04928402513905894,1,0.04924771562218666,1,1,3.6309516872279346e-05
82744,-0.05098193883895874,1,0.0,1,1,0.05098193883895874
77136,-0.05756160989403725,1,0.04964238405227661,1,1,0.007919225841760635
64192,-0.05769771337509155,1,0.056661784648895264,1,1,0.001035928726196289
63761,-0.06506645679473877,1,0.05947256088256836,1,1,0.00559389591217041
35864,-0.0687391790561378,1,0.06434591859579086,1,1,0.004393260460346937
84322,-0.07269333628937602,1,0.06814045459032059,1,1,0.004552881699055433
17866,-0.07312916219234467,1,0.0669279545545578,1,1,0.006201207637786865
20927,-0.07916328310966492,1,0.032224029302597046,1,1,0.04693925380706787
48602,-0.07934694428695366,1,0.07845298945903778,1,1,0.0008939548279158771
84238,-0.0796085896436125,1,0.07622948288917542,1,1,0.003379106754437089
84269,-0.08046015500440262,1,0.08017443120479584,1,1,0.0002857237996067852
24656,-0.08065621682908386,1,0.07919106632471085,1,1,0.001465150504373014
51029,-0.08120906352996826,1,0.016110718250274658,1,1,0.0650983452796936
34376,-0.08206380903720856,1,0.07002736628055573,1,1,0.012036442756652832
92719,-0.08230729959905148,1,0.06069667637348175,1,1,0.021610623225569725
8326,-0.08238610010994307,1,0.08236364275217056,1,1,2.2457357772509567e-05
82134,-0.08484298300754745,1,0.08477611839771271,1,1,6.686460983473808e-05
3888,-0.08486896869726479,1,0.08220109343528748,1,1,0.002667875261977315
67620,-0.08493200689554214,1,0.0658823624253273,1,1,0.019049644470214844
44157,-0.08539632556494325,1,0.08399146050214767,1,1,0.0014048650627955794
80958,-0.08608598617684038,1,0.08606185019016266,1,1,2.413598667772021e-05
69277,-0.0872857691720128,1,0.07718468457460403,1,1,0.010101084597408772
23558,-0.0884694829583168,1,0.06401339918375015,1,1,0.02445608377456665
83182,-0.08967628050595522,1,0.0828627496957779,1,1,0.006813530810177326
49831,-0.09066329430788755,1,0.08049563318490982,1,1,0.010167661122977734
35160,-0.09098318917676806,1,0.08811840415000916,1,1,0.0028647850267589092
33137,-0.09120637257001363,1,0.09093110263347626,1,1,0.0002752699365373701
40621,-0.09158405108610168,1,0.09062351286411285,1,1,0.000960538221988827
71708,-0.09162458148784935,1,0.08799350261688232,1,1,0.0036310788709670305
22784,-0.0920745877083391,1,0.09080296754837036,1,1,0.0012716201599687338
46314,-0.09452094702646718,1,0.09447643160820007,1,1,4.451541826711036e-05
36595,-0.09557998803211376,1,0.09536486864089966,1,1,0.0002151193912141025
62937,-0.09587741296854801,1,0.09579508751630783,1,1,8.232545224018395e-05
40170,-0.09656443074345589,1,0.09296510368585587,1,1,0.0035993270576000214
1912,-0.09660831002838677,1,0.09650503098964691,1,1,0.00010327903873985633
36614,-0.09706929116509855,1,0.09504877775907516,1,1,0.002020513406023383
79019,-0.0983005715534091,1,0.0978148952126503,1,1,0.0004856763407588005
42150,-0.09847832471132278,1,0.08828699588775635,1,1,0.010191328823566437
66212,-0.09904791275039315,1,0.09301642328500748,1,1,0.006031489465385675
72711,-0.09924005810171366,1,0.0979928970336914,1,1,0.0012471610680222511
24201,-0.09926957823336124,1,0.0924253761768341,1,1,0.006844202056527138
88926,-0.09963345294818282,1,0.09432557225227356,1,1,0.005307880695909262
40624,-0.10036963457241654,1,0.09821762889623642,1,1,0.0021520056761801243
61135,-0.10254345694556832,1,0.09493086487054825,1,1,0.007612592075020075
27975,-0.10287505388259888,1,0.0,1,1,0.10287505388259888
47643,-0.10352363809943199,1,0.10276827961206436,1,1,0.00075535848736763
85595,-0.10365143837407231,1,0.10042747110128403,1,1,0.003223967272788286
26292,-0.10445189719030168,1,0.1043778657913208,1,1,7.40313989808783e-05
31963,-0.10446722572669387,1,0.10334821045398712,1,1,0.001119015272706747
14044,-0.1051279586245073,1,0.10496609658002853,1,1,0.00016186204447876662
14946,-0.10558992635924369,1,0.10538145154714584,1,1,0.00020847481209784746
69512,-0.10618651658296585,1,0.09701630473136902,1,1,0.009170211851596832
79359,-0.10644766810582951,1,0.10576218366622925,1,1,0.0006854844396002591
54335,-0.10714457725407556,1,0.10624007880687714,1,1,0.0009044984471984208
12462,-0.10788967750704614,1,0.10777289420366287,1,1,0.00011678330338327214
89210,-0.10805162787437439,1,0.10607925057411194,1,1,0.001972377300262451
44226,-0.10966850095428526,1,0.10669689625501633,1,1,0.002971604699268937
45465,-0.10991025436669588,1,0.10200802981853485,1,1,0.00790222454816103
90490,-0.11025661265011877,1,0.1085057258605957,1,1,0.001750886789523065
33610,-0.11095463047968224,1,0.11035658419132233,1,1,0.0005980462883599102
94048,-0.11124265193939209,1,0.0978865996003151,1,1,0.013356052339076996
24857,-0.11162259976845235,1,0.11003315448760986,1,1,0.001589445280842483
4260,-0.11200281410856405,1,0.11193160712718964,1,1,7.12069813744165e-05
95888,-0.1120832136766694,1,0.11204756796360016,1,1,3.5645713069243357e-05
65911,-0.1125978771597147,1,0.09581689536571503,1,1,0.016780981793999672
68197,-0.11303070466965437,1,0.11179355531930923,1,1,0.0012371493503451347
29545,-0.11323357105720788,1,0.11307503283023834,1,1,0.00015853822696954012
46256,-0.11333965510129929,1,0.11136239767074585,1,1,0.0019772574305534363
78638,-0.11400145292282104,1,0.09391719102859497,1,1,0.020084261894226074
27401,-0.11473579102312215,1,0.1144869476556778,1,1,0.0002488433674443513
93585,-0.11492971563711762,1,0.10850174725055695,1,1,0.0064279683865606785
84971,-0.11524240393191576,1,0.11310017108917236,1,1,0.0021422328427433968
72310,-0.11570485308766365,1,0.10710369050502777,1,1,0.00860116258263588
2176,-0.11576910933945328,1,0.11526764929294586,1,1,0.0005014600465074182
28675,-0.11701255163643509,1,0.11690980941057205,1,1,0.0001027422258630395
12829,-0.11712226364761591,1,0.11164598912000656,1,1,0.005476274527609348
89589,-0.1178566497983411,1,0.11670156568288803,1,1,0.0011550841154530644
84397,-0.11799555760808289,1,0.11666981875896454,1,1,0.001325738849118352
60572,-0.11849263589829206,1,0.11059702932834625,1,1,0.007895606569945812
