ci_idx,ai_idx,distance,ci_dist,di_cost
8289,68971,0.008196764858439565,0.004608500748872757,0.0035882641095668077
5233,26356,0.022518808662425727,0.021912015974521637,0.0006067926879040897
5904,59255,0.02660691912751645,0.02468404918909073,0.0019228699384257197
972,8945,0.02681258477969095,0.026083867996931076,0.0007287167827598751
1454,30648,0.02907442068681121,0.026401132345199585,0.0026732883416116238
4944,88816,0.03414451004937291,0.030725903809070587,0.0034186062403023243
111,35003,0.03665844915667549,0.03601245954632759,0.0006459896103478968
6644,35550,0.03761074540670961,0.03703031688928604,0.0005804285174235702
1099,39174,0.03799519641324878,0.03246178478002548,0.005533411633223295
757,46759,0.03814435005187988,0.03013932704925537,0.008005023002624512
749,85959,0.03814526047790423,0.03740575164556503,0.0007395088323391974
1755,60570,0.03892902273219079,0.03862439841032028,0.0003046243218705058
1095,11637,0.0394811830483377,0.031680602580308914,0.007800580468028784
6031,51303,0.039598990231752396,0.03892606496810913,0.0006729252636432648
4261,60742,0.04076216515386477,0.040505070239305496,0.0002570949145592749
8754,6890,0.04113959311507642,0.03965728357434273,0.001482309540733695
2943,15201,0.041152683552354574,0.0352044515311718,0.0059482320211827755
9155,51483,0.04234980931505561,0.03695271909236908,0.005397090222686529
2960,92840,0.042632270604372025,0.006713449954986572,0.03591882064938545
7012,61590,0.04515965562313795,0.039640769362449646,0.005518886260688305
7542,36744,0.04533013701438904,0.037588682025671005,0.007741454988718033
1937,37361,0.04533468559384346,0.03706741705536842,0.008267268538475037
1227,94108,0.04541757656261325,0.043447405099868774,0.0019701714627444744
4570,5888,0.04551616311073303,0.02516379952430725,0.02035236358642578
5822,64112,0.04646034399047494,0.0426824688911438,0.0037778750993311405
8086,39159,0.04751143150497228,0.04650307446718216,0.0010083570377901196
797,74843,0.04827292339177802,0.04739720746874809,0.0008757159230299294
2787,74040,0.04855693317949772,0.03557109832763672,0.012985834851861
1759,79972,0.04948544502258301,0.046781837940216064,0.0027036070823669434
1888,79278,0.04973236797377467,0.042444128543138504,0.0072882394306361675
8053,66910,0.05003116326406598,0.04631619155406952,0.003714971709996462
1932,74614,0.05047556688077748,0.04898377135396004,0.001491795526817441
8944,20086,0.050484833074733615,0.04881395399570465,0.001670879079028964
634,79730,0.05087801191257313,0.050643082708120346,0.00023492920445278287
5567,65818,0.05096994515042752,0.05039026215672493,0.0005796829937025905
1103,96255,0.05138031567912549,0.05042742192745209,0.0009528937516734004
