ai_idx,score,hung_match,hung_dist,pred_sel,conf_sel,conf_abs_err
6787,-0.028431804617866874,1,0.026862766593694687,1,1,0.0015690380241721869
96432,-0.02884181239642203,1,0.027467191219329834,1,1,0.0013746211770921946
2039,-0.03443843871355057,1,0.024687588214874268,1,1,0.0097508504986763
39786,-0.035875695873983204,1,0.03458697348833084,1,1,0.0012887223856523633
89811,-0.04019539034925401,1,0.03896718472242355,1,1,0.0012282056268304586
581,-0.04260484967380762,1,0.04167249798774719,1,1,0.0009323516860604286
95591,-0.04489972838200629,1,0.04288480430841446,1,1,0.0020149240735918283
11419,-0.04670101555529982,1,0.045522917062044144,1,1,0.0011780984932556748
46181,-0.04979059426113963,1,0.04219809174537659,1,1,0.007592502515763044
68844,-0.050635289400815964,1,0.04134527966380119,1,1,0.00929000973701477
42819,-0.050802942365407944,1,0.04145679250359535,1,1,0.009346149861812592
71380,-0.05104959150776267,1,0.04887213930487633,1,1,0.002177452202886343
53575,-0.05221891833934933,1,0.05059920623898506,1,1,0.0016197121003642678
55737,-0.05266587913502008,1,0.051006101071834564,1,1,0.001659778063185513
16210,-0.05486246757209301,1,0.05328318104147911,1,1,0.0015792865306138992
66005,-0.05486787809059024,1,0.05277958884835243,1,1,0.0020882892422378063
59992,-0.05542831064667553,1,0.0539742186665535,1,1,0.0014540919801220298
41819,-0.05573474138509482,1,0.053959984332323074,1,1,0.0017747570527717471
15795,-0.05701202340424061,1,0.05552659183740616,1,1,0.0014854315668344498
50450,-0.05717170471325517,1,0.050814155489206314,1,1,0.006357549224048853
88145,-0.05722583178430796,1,0.052059777081012726,1,1,0.005166054703295231
94901,-0.05722634866833687,1,0.04693019390106201,1,1,0.010296154767274857
86784,-0.057781768031418324,1,0.05292097479104996,1,1,0.004860793240368366
24590,-0.05796103924512863,1,0.0493905134499073,1,1,0.008570525795221329
50552,-0.05809212021995336,1,0.056547295302152634,1,1,0.0015448249178007245
62372,-0.05812485236674547,1,0.046864986419677734,1,1,0.011259865947067738
5595,-0.05847099842503667,1,0.056252170354127884,1,1,0.002218828070908785
38660,-0.05901742214336991,1,0.05188322067260742,1,1,0.007134201470762491
58410,-0.05937083880417049,1,0.056833844631910324,1,1,0.002536994172260165
71876,-0.05949577013961971,1,0.05759549140930176,1,1,0.0019002787303179502
91919,-0.05996072990819812,1,0.05619412288069725,1,1,0.003766607027500868
26015,-0.06109836767427623,1,0.057714756578207016,1,1,0.0033836110960692167
55583,-0.06179990526288748,1,0.05908932536840439,1,1,0.0027105798944830894
35967,-0.06240325700491667,1,0.05003414303064346,1,1,0.012369113974273205
89498,-0.062442522030323744,1,0.05473173409700394,1,1,0.007710787933319807
8241,-0.06268964614719152,1,0.04716331139206886,1,1,0.015526334755122662
68484,-0.06297354958951473,1,0.05643858015537262,1,1,0.006534969434142113
1691,-0.06301415152847767,1,0.06077392399311066,1,1,0.002240227535367012
92827,-0.06306985416449606,1,0.06022980064153671,1,1,0.0028400535229593515
55218,-0.06324778986163437,1,0.06168847531080246,1,1,0.001559314550831914
17423,-0.0633604689501226,1,0.06188037246465683,1,1,0.001480096485465765
84326,-0.06347071193158627,1,0.042092274874448776,1,1,0.02137843705713749
2096,-0.06375790876336396,1,0.06140075996518135,1,1,0.0023571487981826067
75881,-0.06400589179247618,1,0.05566657334566116,1,1,0.008339318446815014
98336,-0.06402422371320426,1,0.06258202344179153,1,1,0.0014422002714127302
96384,-0.0643148731905967,1,0.06254500150680542,1,1,0.0017698716837912798
73340,-0.06438999797683209,1,0.06282227486371994,1,1,0.0015677231131121516
90290,-0.06460703746415675,1,0.06217117980122566,1,1,0.0024358576629310846
21108,-0.06465557962656021,1,0.056165970861911774,1,1,0.008489608764648438
35791,-0.06476502981968224,1,0.061806585639715195,1,1,0.002958444179967046
43809,-0.06494898721575737,1,0.04181036353111267,1,1,0.0231386236846447
84682,-0.06524351797997952,1,0.05804413929581642,1,1,0.007199378684163094
