ci_idx,ai_idx,distance,rank
3030,7827,0.03707532584667206,0
5558,74101,0.037854354828596115,0
693,44488,0.04208248853683472,0
243,42004,0.04696641117334366,0
1508,66201,0.048468396067619324,0
1549,45345,0.04857857525348663,0
15,94645,0.049403369426727295,0
6395,18663,0.0498603917658329,0
769,25519,0.05040533468127251,0
7211,26075,0.05092097446322441,0
1353,28976,0.05122638866305351,0
6587,5870,0.05129687115550041,0
2921,21776,0.05326278880238533,0
1715,85139,0.054222602397203445,0
3365,57111,0.0551692396402359,0
1457,79668,0.05547712370753288,0
865,82694,0.055575404316186905,0
568,53437,0.055773504078388214,0
5368,86518,0.056411854922771454,0
7832,47170,0.05652599036693573,0
1520,40190,0.057243622839450836,0
2298,69049,0.057479482144117355,0
646,278,0.05876745283603668,0
6310,78169,0.058826811611652374,0
6978,21884,0.05898304283618927,0
5343,10463,0.05905451253056526,0
3275,67822,0.05917399749159813,0
1158,5338,0.059241220355033875,0
5713,15019,0.06005624681711197,0
1124,13914,0.06095227599143982,0
4093,88346,0.06223183497786522,0
7748,16289,0.06241361051797867,0
8070,34843,0.06246465444564819,0
849,61386,0.06251785159111023,0
828,98632,0.06341253966093063,0
9979,67461,0.06366788595914841,0
6807,25655,0.06370611488819122,0
7174,48386,0.06383024156093597,0
8763,51742,0.06411053240299225,0
7453,56214,0.06413254141807556,0
6222,80585,0.06498527526855469,0
1060,38860,0.06501413136720657,0
5282,80044,0.06571425497531891,0
1477,90901,0.06660343706607819,0
870,34411,0.06682441383600235,0
271,68241,0.06730666756629944,0
6450,25564,0.06750132143497467,0
402,59687,0.06779790669679642,0
108,37938,0.06783885508775711,0
5457,30851,0.06813371181488037,0
1179,39727,0.06850865483283997,0
1064,54474,0.06928827613592148,0
8646,97096,0.06955177336931229,0
5728,31897,0.06959617137908936,0
8555,12999,0.06987889111042023,0
962,70852,0.070013128221035,0
6674,86355,0.07034364342689514,0
479,80005,0.07077467441558838,0
1414,91109,0.07115547358989716,0
5621,58603,0.07159175723791122,0
3543,30166,0.07162795960903168,0
790,94966,0.07201718538999557,0
8821,11997,0.07231512665748596,0
3035,74142,0.07309314608573914,0
7429,90941,0.07343439012765884,0
6353,77640,0.07343575358390808,0
1647,27042,0.07350979745388031,0
7691,82423,0.07365855574607849,0
7393,47726,0.0739152729511261,0
5952,3831,0.07392827421426773,0
6320,85625,0.07420460879802704,0
998,64665,0.07432446628808975,0
2471,15884,0.0745014026761055,0
5724,6507,0.07478173822164536,0
349,61675,0.07489059120416641,0
6057,6492,0.07525091618299484,0
6808,2544,0.07537811994552612,0
1256,32727,0.0756581574678421,0
7812,13369,0.07568995654582977,0
1116,37591,0.0757194459438324,0
8843,11476,0.0758240595459938,0
4797,79865,0.07586787641048431,0
5271,55031,0.07594240456819534,0
8496,63778,0.07601328194141388,0
5969,76512,0.07617009431123734,0
3504,24662,0.07633958756923676,0
6400,61901,0.07644234597682953,0
2779,37308,0.07687529176473618,0
645,30444,0.07715370506048203,0
503,35348,0.07749530673027039,0
1228,90966,0.07799093425273895,0
8832,21186,0.07823684066534042,0
5733,2343,0.07876207679510117,0
5576,90034,0.07889589667320251,0
6576,85353,0.07908917218446732,0
5504,20556,0.07910102605819702,0
6097,53255,0.07938967645168304,0
250,28121,0.07993694394826889,0
6203,86963,0.07994450628757477,0
5533,49272,0.08001306653022766,0
5083,22897,0.08002043515443802,0
7294,4042,0.08012500405311584,0
8557,8198,0.08030619472265244,0
2664,65560,0.0803089588880539,0
7498,83735,0.08031252026557922,0
5266,88147,0.08047910034656525,0
637,13814,0.080645851790905,0
5424,79246,0.08074159175157547,0
6757,224,0.08082420378923416,0
7476,8844,0.08089579641819,0
7082,3193,0.08097958564758301,0
1008,56373,0.08158259093761444,0
7448,43247,0.08164544403553009,0
731,41234,0.08173307776451111,0
6975,96001,0.08185438811779022,0
8121,43926,0.08186894655227661,0
8001,94622,0.08197515457868576,0
8383,33427,0.08210523426532745,0
7648,20895,0.08229690790176392,0
7254,65992,0.08234340697526932,0
352,78173,0.08243090659379959,0
5507,32112,0.08264517039060593,0
5924,561,0.0827208086848259,0
732,62524,0.08286688476800919,0
1309,66130,0.08313365280628204,0
7791,89953,0.08314251899719238,0
593,90817,0.08321978896856308,0
5262,17957,0.08346465229988098,0
5090,30855,0.08355708420276642,0
6076,37788,0.08355890214443207,0
1326,79407,0.08367269486188889,0
630,3978,0.08369104564189911,0
5421,77281,0.08377097547054291,0
2370,61627,0.0840585008263588,0
8630,4505,0.08408135175704956,0
5265,73443,0.0841071680188179,0
7091,59217,0.08413533121347427,0
1285,68218,0.0841529592871666,0
1194,61217,0.08424582332372665,0
1203,51371,0.08438965678215027,0
6925,40225,0.0844278633594513,0
6366,13466,0.08445756137371063,0
768,42750,0.08453722298145294,0
666,57017,0.08472374826669693,0
5808,82109,0.08477077633142471,0
5911,4862,0.08484257012605667,0
6238,6045,0.08489949256181717,0
2059,49549,0.08504939824342728,0
4903,31424,0.08532677590847015,0
5505,16534,0.08616404980421066,0
2583,61754,0.0862828940153122,0
6475,82628,0.08637117594480515,0
7322,71034,0.08644179999828339,0
5361,3586,0.08656816184520721,0
2794,57423,0.0866786390542984,0
7374,43671,0.08672045916318893,0
1559,66651,0.08675134927034378,0
7157,48464,0.0868915542960167,0
7296,99091,0.08693689107894897,0
887,89446,0.08696181327104568,0
7529,17899,0.08705515414476395,0
6197,35248,0.08705797791481018,0
6374,67220,0.08707701414823532,0
8396,70171,0.08728016912937164,0
5300,52519,0.08731299638748169,0
2476,37457,0.08734314143657684,0
4003,48322,0.08746936172246933,0
7719,43271,0.08752178400754929,0
4223,77079,0.08763512223958969,0
3559,71322,0.08777367323637009,0
6032,52071,0.0879172682762146,0
5690,19223,0.08802353590726852,0
6108,7243,0.0880352109670639,0
6774,7974,0.08814014494419098,0
2658,14086,0.08815496414899826,0
6974,90250,0.08815766870975494,0
7124,47776,0.08820314705371857,0
3068,42084,0.08844583481550217,0
1381,10151,0.08850041031837463,0
5515,84915,0.08858345448970795,0
6949,95151,0.0888613760471344,0
5454,76505,0.08898651599884033,0
1462,66465,0.08917470276355743,0
8200,28738,0.08924449235200882,0
6070,13732,0.0893351286649704,0
7030,58480,0.08960899710655212,0
608,93950,0.08974870294332504,0
5317,29124,0.08976620435714722,0
8048,62506,0.08979940414428711,0
7749,50045,0.08980374783277512,0
1299,70971,0.08982827514410019,0
5877,46620,0.08983446657657623,0
9157,24211,0.09007270634174347,0
1574,35437,0.09010881185531616,0
3798,69824,0.09011765569448471,0
4081,31188,0.09018026292324066,0
8716,83831,0.0904834046959877,0
8447,75613,0.09048862755298615,0
1054,13298,0.09051459282636642,0
171,73942,0.09064752608537674,0
8685,72475,0.09071188420057297,0
958,86205,0.09072674810886383,0
7226,41171,0.09081392735242844,0
451,16355,0.09083808958530426,0
466,78615,0.09086194634437561,0
7983,81121,0.09089026600122452,0
6977,42523,0.09092488139867783,0
1086,72034,0.09101264923810959,0
8640,78603,0.09109649062156677,0
7567,91212,0.09113254398107529,0
8673,73694,0.09137465804815292,0
1347,17837,0.09139296412467957,0
1183,45645,0.09140822291374207,0
7357,13576,0.09145545959472656,0
3378,19778,0.09146162122488022,0
599,72806,0.09172188490629196,0
7740,26391,0.09174992889165878,0
68,16022,0.09181231260299683,0
8796,62705,0.09190596640110016,0
5769,52726,0.09192241728305817,0
8599,73190,0.09195508062839508,0
5,40378,0.09195813536643982,0
1424,98712,0.09201563894748688,0
7487,45815,0.09202117472887039,0
7386,569,0.0922476202249527,0
1551,40156,0.09227169305086136,0
5958,1412,0.0923149436712265,0
5595,11039,0.09236425161361694,0
7073,36487,0.09239490330219269,0
4380,42854,0.09241582453250885,0
5735,91767,0.09248865395784378,0
6772,61457,0.09255555272102356,0
1579,85914,0.09271694719791412,0
3195,56805,0.0928645208477974,0
5660,36824,0.09288544952869415,0
6836,22698,0.09293065965175629,0
2533,49297,0.09294065088033676,0
8219,67259,0.09300163388252258,0
5950,58100,0.09317323565483093,0
7319,73971,0.09332077205181122,0
9827,26614,0.09339997172355652,0
427,93742,0.09343749284744263,0
5659,80349,0.09346722066402435,0
1673,61034,0.0934673622250557,0
6095,91766,0.09350097924470901,0
6617,29128,0.09360197931528091,0
4079,71379,0.09366635233163834,0
580,82284,0.09369346499443054,0
9712,50298,0.0937223732471466,0
7702,96386,0.09374352544546127,0
2805,62793,0.09379981458187103,0
6058,21294,0.09391076862812042,0
6633,8197,0.09402736276388168,0
7616,89592,0.09426882117986679,0
3436,88957,0.09426978975534439,0
1909,33486,0.09428480267524719,0
107,28376,0.09433035552501678,0
6501,16749,0.0943533182144165,0
724,17579,0.0943790152668953,0
5298,8189,0.09439022839069366,0
3202,19097,0.0944993868470192,0
8045,41307,0.09456173330545425,0
6911,30938,0.09467928111553192,0
5860,89894,0.09468179941177368,0
7154,22070,0.09476976841688156,0
7863,62906,0.09483449906110764,0
8840,24633,0.09489740431308746,0
10,35204,0.09497641026973724,0
7021,75211,0.09505568444728851,0
5927,54176,0.09512057155370712,0
806,77163,0.09515772014856339,0
5740,15245,0.09517107903957367,0
327,43548,0.095186747610569,0
6036,63585,0.09533722698688507,0
7705,76237,0.09537491947412491,0
964,8704,0.09541252255439758,0
393,12748,0.09542831778526306,0
7052,47412,0.09546812623739243,0
8187,49703,0.09553909301757812,0
1271,53952,0.09558766335248947,0
8140,71170,0.09569216519594193,0
7466,48166,0.0957193449139595,0
7977,21209,0.09573221206665039,0
6938,29788,0.09576913714408875,0
5386,25048,0.09580571949481964,0
8829,31490,0.09581393748521805,0
489,10722,0.09589783102273941,0
62,849,0.09605903178453445,0
9830,27643,0.09609001129865646,0
6494,3709,0.09614343196153641,0
5398,81417,0.0961473286151886,0
125,33233,0.09614983201026917,0
1908,46761,0.0962672084569931,0
1644,58437,0.09628039598464966,0
6733,86,0.09636647999286652,0
335,40572,0.09642954170703888,0
8194,13244,0.09645497798919678,0
7521,28809,0.09652204811573029,0
1669,91075,0.09654554724693298,0
8118,39494,0.09657284617424011,0
8067,85142,0.09660188108682632,0
2806,24457,0.09670694917440414,0
579,52452,0.09681352972984314,0
3037,49057,0.09683298319578171,0
3765,92438,0.09697039425373077,0
7779,22158,0.09697329252958298,0
5708,53576,0.09700777381658554,0
5934,7955,0.09700888395309448,0
6005,17814,0.09708458185195923,0
5452,72802,0.09724532067775726,0
1401,43763,0.09736258536577225,0
6704,53815,0.09737515449523926,0
5573,99782,0.09768705070018768,0
8296,9883,0.09772572666406631,0
3794,42364,0.09780816733837128,0
9962,47179,0.09789957106113434,0
9958,49213,0.0979151651263237,0
1578,12967,0.09792125225067139,0
2887,56835,0.0980563759803772,0
1148,26017,0.09813778102397919,0
4639,95920,0.09824568778276443,0
5526,73584,0.09831016510725021,0
3745,54085,0.09832295030355453,0
5764,41460,0.09832396358251572,0
8463,4116,0.09839268028736115,0
7687,57058,0.09840445220470428,0
8325,43750,0.09842045605182648,0
6355,42634,0.09846257418394089,0
8844,52954,0.09861978888511658,0
7390,22844,0.09863204509019852,0
7312,97213,0.09870415925979614,0
7337,80772,0.09875963628292084,0
1495,69818,0.09878119081258774,0
1627,98598,0.09893243759870529,0
5381,89747,0.09895764291286469,0
7415,16516,0.09899125248193741,0
7822,36327,0.09902314096689224,0
1291,71196,0.09911786019802094,0
9097,33860,0.09912130981683731,0
2130,89625,0.09916502237319946,0
6328,58370,0.09919343888759613,0
4657,38163,0.09925907105207443,0
5875,66683,0.09929145872592926,0
1151,89717,0.0993938222527504,0
3111,41616,0.09951911866664886,0
4227,38822,0.09953499585390091,0
1706,96336,0.09955690056085587,0
