ai_idx,score,knn_hits,min_dist,pred_sel,conf_sel,conf_abs_err
34199,-0.02390545344678685,3,0.023112481459975243,1,1,0.0007929719868116081
18495,-0.03184654307551682,1,0.029303664341568947,1,1,0.002542878733947873
26780,-0.03281894628889859,2,0.03256441280245781,1,1,0.0002545334864407778
82727,-0.03399354562861845,1,0.033572953194379807,1,1,0.00042059243423864245
72970,-0.0350907570682466,1,0.03308030217885971,1,1,0.0020104548893868923
72855,-0.0351911492907675,4,0.03496726229786873,1,1,0.00022388699289876968
99499,-0.036608516704291105,3,0.03346456587314606,1,1,0.003143950831145048
62489,-0.036750030936673284,1,0.036352675408124924,1,1,0.00039735552854835987
16750,-0.036781467439141124,2,0.036070238798856735,1,1,0.0007112286402843893
80203,-0.036890729097649455,2,0.033946193754673004,1,1,0.002944535342976451
67584,-0.03695830162905622,2,0.03674028813838959,1,1,0.00021801349066663533
1640,-0.0377841186709702,2,0.030571646988391876,1,1,0.007212471682578325
1901,-0.039086984004825354,1,0.03771171718835831,1,1,0.0013752668164670467
71897,-0.04006879427470267,1,0.03816300258040428,1,1,0.0019057916942983866
12870,-0.04052312299609184,1,0.03526817634701729,1,1,0.0052549466490745544
45524,-0.041026496910490096,2,0.0395519994199276,1,1,0.0014744974905624986
87196,-0.0412774165160954,3,0.03662519529461861,1,1,0.004652221221476793
45874,-0.04170317202806473,2,0.030806293711066246,1,1,0.010896878316998482
28924,-0.041726263239979744,1,0.03854680061340332,1,1,0.0031794626265764236
91188,-0.0419204153586179,2,0.04113452136516571,1,1,0.0007858939934521914
74398,-0.04199192134547047,2,0.04150544852018356,1,1,0.00048647282528690994
29313,-0.04211980181571562,1,0.04203822463750839,1,1,8.15771782072261e-05
27060,-0.042920928448438644,1,0.0412137471139431,1,1,0.0017071813344955444
83586,-0.04295146546792239,1,0.04170943796634674,1,1,0.0012420275015756488
86043,-0.04297732701525092,2,0.04228145256638527,1,1,0.0006958744488656521
4025,-0.043028031475842,1,0.04072614014148712,1,1,0.0023018913343548775
51666,-0.0430912203155458,1,0.042165786027908325,1,1,0.0009254342876374722
95986,-0.04366612830199301,1,0.04082844778895378,1,1,0.0028376805130392313
7279,-0.043925122008658946,1,0.04289049655199051,1,1,0.0010346254566684365
25623,-0.044038271546014585,2,0.043797824531793594,1,1,0.00024044701422099024
437,-0.04407020809594542,2,0.042911089956760406,1,1,0.0011591181391850114
87185,-0.044461329467594624,3,0.0375419482588768,1,1,0.006919381208717823
753,-0.04457398992963135,3,0.04270553216338158,1,1,0.0018684577662497759
53296,-0.044912363577168435,1,0.044587086886167526,1,1,0.0003252766910009086
22406,-0.04505278472061036,1,0.04495486989617348,1,1,9.791482443688437e-05
3879,-0.045063224621117115,1,0.03680714964866638,1,1,0.008256074972450733
35186,-0.04554832960275235,1,0.045449160039424896,1,1,9.91695633274503e-05
90569,-0.04557384777581319,1,0.04541529715061188,1,1,0.0001585506252013147
21183,-0.045800160616636276,1,0.03717928007245064,1,1,0.008620880544185638
48272,-0.046411085582803935,2,0.04590917006134987,1,1,0.000501915521454066
85820,-0.04644534271210432,4,0.04495200142264366,1,1,0.001493341289460659
17077,-0.046971330884844065,2,0.041979819536209106,1,1,0.004991511348634958
32627,-0.04725435981526971,2,0.04177181050181389,1,1,0.00548254931345582
94581,-0.047517156577669084,1,0.047384850680828094,1,1,0.0001323058968409896
54212,-0.047559300786815584,2,0.04701688140630722,1,1,0.0005424193805083632
9511,-0.047660961048677564,3,0.04546191543340683,1,1,0.002199045615270734
25562,-0.0477678251627367,1,0.04745529219508171,1,1,0.00031253296765498817
69036,-0.04810176452156156,2,0.04784633591771126,1,1,0.0002554286038503051
