ai_idx,score,knn_hits,min_dist,pred_sel,conf_sel,conf_abs_err
55560,-0.022449025651440024,1,0.022189799696207047,1,1,0.00025922595523297787
89047,-0.025806671241298318,1,0.02376592345535755,1,1,0.0020407477859407663
23035,-0.027419041842222214,3,0.027128849178552628,1,1,0.0002901926636695862
52051,-0.028627906111069024,2,0.028247453272342682,1,1,0.0003804528387263417
43747,-0.0304780388250947,1,0.029123254120349884,1,1,0.0013547847047448158
78923,-0.0323662698501721,1,0.03196471184492111,1,1,0.0004015580052509904
26225,-0.0340407460462302,3,0.03221141919493675,1,1,0.0018293268512934446
50615,-0.03428134912974201,3,0.03394768759608269,1,1,0.00033366153365932405
15117,-0.03511714132037014,1,0.03477097302675247,1,1,0.00034616829361766577
89455,-0.035874394059646875,2,0.03500020131468773,1,1,0.0008741927449591458
42724,-0.035912463907152414,1,0.03404820337891579,1,1,0.0018642605282366276
16598,-0.03636463650036603,1,0.03555081784725189,1,1,0.00081381865311414
18998,-0.03711922001093626,4,0.035146452486515045,1,1,0.001972767524421215
45364,-0.03715590084902942,1,0.03432384133338928,1,1,0.0028320595156401396
96195,-0.03801816568011418,1,0.03781473636627197,1,1,0.0002034293138422072
81102,-0.03849432268179953,1,0.03584641218185425,1,1,0.002647910499945283
71692,-0.03965108608826995,1,0.03857674449682236,1,1,0.0010743415914475918
79204,-0.03997716511366889,3,0.03967601805925369,1,1,0.0003011470544151962
2701,-0.04050936712883413,1,0.03912326693534851,1,1,0.0013861001934856176
31228,-0.04055256146239117,1,0.04037346690893173,1,1,0.0001790945534594357
21443,-0.04061683203326538,1,0.03994316980242729,1,1,0.0006736622308380902
87117,-0.041694019731949084,3,0.04155817627906799,1,1,0.00013584345288109034
77339,-0.04176038003060967,1,0.04125538095831871,1,1,0.000504999072290957
47288,-0.04208845691755414,1,0.04056719318032265,1,1,0.001521263737231493
73408,-0.0423602158552967,1,0.041664984077215195,1,1,0.0006952317780815065
63877,-0.04257137409877032,1,0.042040202766656876,1,1,0.0005311713321134448
68426,-0.042600388173013926,1,0.0417419895529747,1,1,0.0008583986200392246
60076,-0.042829777259612456,1,0.042695604264736176,1,1,0.00013417299487628043
49382,-0.043424356779723894,1,0.0433243103325367,1,1,0.00010004644718719646
83663,-0.0436814512941055,2,0.042948950082063675,1,1,0.0007325012120418251
35875,-0.04376833845162764,1,0.043579455465078354,1,1,0.00018888298654928803
31898,-0.043837630917550996,1,0.043517012149095535,1,1,0.00032061876845546067
