ai_idx,score,hung_match,hung_dist,pred_sel,conf_sel,conf_abs_err
67161,-0.030870448099449277,1,0.027888275682926178,1,1,0.002982172416523099
96267,-0.04110843688249588,1,0.035276103764772415,1,1,0.005832333117723465
1363,-0.043257913552224636,1,0.0404706671833992,1,1,0.0027872463688254356
41827,-0.05472859973087907,1,0.051464881747961044,1,1,0.003263717982918024
16625,-0.05487437406554818,1,0.050987206399440765,1,1,0.003887167666107416
83795,-0.05733492621220648,1,0.05476189777255058,1,1,0.0025730284396559
16895,-0.05754500115290284,1,0.05245662108063698,1,1,0.005088380072265863
79396,-0.05863410048186779,1,0.0470941923558712,1,1,0.01153990812599659
87244,-0.061997891403734684,1,0.0587879940867424,1,1,0.003209897316992283
82610,-0.062345188576728106,1,0.057093020528554916,1,1,0.005252168048173189
67818,-0.06255266163498163,1,0.052584778517484665,1,1,0.009967883117496967
46909,-0.06358260195702314,1,0.058805856853723526,1,1,0.004776745103299618
26751,-0.06364607927389443,1,0.06119675189256668,1,1,0.0024493273813277483
71845,-0.06368518248200417,1,0.04785139486193657,1,1,0.015833787620067596
33061,-0.06652136705815792,1,0.056360527873039246,1,1,0.010160839185118675
4826,-0.0665307235904038,1,0.06394178420305252,1,1,0.0025889393873512745
23402,-0.06655824813060462,1,0.06307826191186905,1,1,0.0034799862187355757
15741,-0.06709601427428424,1,0.06492491811513901,1,1,0.002171096159145236
71884,-0.06729073356837034,1,0.05936846137046814,1,1,0.007922272197902203
17632,-0.06735252332873642,1,0.06378992646932602,1,1,0.003562596859410405
60504,-0.06749383918941021,1,0.06549357622861862,1,1,0.002000262960791588
47079,-0.06750714406371117,1,0.05246362462639809,1,1,0.01504351943731308
87681,-0.06755317305214703,1,0.06536370515823364,1,1,0.0021894678939133883
64203,-0.06772120483219624,1,0.05068080872297287,1,1,0.017040396109223366
52061,-0.06776142935268581,1,0.06502226740121841,1,1,0.002739161951467395
38367,-0.06785828154534101,1,0.05856161192059517,1,1,0.009296669624745846
37509,-0.06854853080585599,1,0.06104454770684242,1,1,0.007503983099013567
90028,-0.06882061483338475,1,0.06309040635824203,1,1,0.005730208475142717
48204,-0.06911230820696801,1,0.06735997647047043,1,1,0.001752331736497581
27456,-0.07040574867278337,1,0.05840258300304413,1,1,0.012003165669739246
87526,-0.07101355399936438,1,0.068967305123806,1,1,0.0020462488755583763
55288,-0.07135075307451189,1,0.06840173155069351,1,1,0.0029490215238183737
41928,-0.07157191634178162,1,0.059358153492212296,1,1,0.01221376284956932
16672,-0.07185616157948971,1,0.05464340001344681,1,1,0.0172127615660429
66628,-0.07328516524285078,1,0.061854321509599686,1,1,0.011430843733251095
77218,-0.07358491269405931,1,0.07179071009159088,1,1,0.001794202602468431
30265,-0.07386633660644293,1,0.06695409119129181,1,1,0.006912245415151119
6582,-0.07407299824990332,1,0.0704990029335022,1,1,0.003573995316401124
42675,-0.07440201984718442,1,0.06844839453697205,1,1,0.005953625310212374
49057,-0.07450206158682704,1,0.07023879140615463,1,1,0.004263270180672407
27766,-0.07482759794220328,1,0.0683063343167305,1,1,0.006521263625472784
16180,-0.07491775462403893,1,0.06844236701726913,1,1,0.0064753876067698
39491,-0.0750173395499587,1,0.065399169921875,1,1,0.009618169628083706
80104,-0.07504540402442217,1,0.0596948079764843,1,1,0.01535059604793787
5385,-0.07515415060333908,1,0.0726083517074585,1,1,0.00254579889588058
28720,-0.07526421826332808,1,0.06983016431331635,1,1,0.00543405395001173
45350,-0.07562618609517813,1,0.0733993798494339,1,1,0.0022268062457442284
816,-0.07578911073505878,1,0.07258885353803635,1,1,0.003200257197022438
61253,-0.07605506107211113,1,0.06803711503744125,1,1,0.008017946034669876
59317,-0.07619913946837187,1,0.0738627091050148,1,1,0.002336430363357067
31291,-0.07664661109447479,1,0.07189638912677765,1,1,0.0047502219676971436
9862,-0.07665359973907471,1,0.07354629039764404,1,1,0.003107309341430664
70681,-0.0767006641253829,1,0.06281400471925735,1,1,0.013886659406125546
87283,-0.07680546306073666,1,0.06037222966551781,1,1,0.01643323339521885
12385,-0.07696498138830066,1,0.07101590931415558,1,1,0.005949072074145079
69840,-0.07713043410331011,1,0.0702027678489685,1,1,0.006927666254341602
98221,-0.07725366111844778,1,0.07177285850048065,1,1,0.005480802617967129
72402,-0.07870631851255894,1,0.0664747953414917,1,1,0.012231523171067238
64170,-0.07888317294418812,1,0.07590150088071823,1,1,0.0029816720634698868
28010,-0.07891219854354858,1,0.07190148532390594,1,1,0.007010713219642639
21070,-0.0789960864931345,1,0.07035031914710999,1,1,0.008645767346024513
55142,-0.07949677435681224,1,0.07307066023349762,1,1,0.006426114123314619
78365,-0.07975711580365896,1,0.07490724325180054,1,1,0.004849872551858425
39917,-0.08002795930951834,1,0.07766491174697876,1,1,0.0023630475625395775
65049,-0.08004403859376907,1,0.07566371560096741,1,1,0.004380322992801666
45304,-0.08020852925255895,1,0.07691043615341187,1,1,0.0032980930991470814
41492,-0.08053602767176926,1,0.0775454118847847,1,1,0.002990615786984563
44976,-0.08054795302450657,1,0.06488416343927383,1,1,0.015663789585232735
96170,-0.08123082621023059,1,0.07468804717063904,1,1,0.006542779039591551
22697,-0.08148159086704254,1,0.057633526623249054,1,1,0.023848064243793488
1981,-0.0815506256185472,1,0.07854107767343521,1,1,0.00300954794511199
9750,-0.0815911591053009,1,0.0486224927008152,1,1,0.0329686664044857
72156,-0.08197555597871542,1,0.07356302440166473,1,1,0.008412531577050686
40897,-0.08210277510806918,1,0.07967229932546616,1,1,0.0024304757826030254
52627,-0.08213783334940672,1,0.068235382437706,1,1,0.013902450911700726
34441,-0.08224911941215396,1,0.08012913912534714,1,1,0.002119980286806822
50372,-0.08228388102725148,1,0.07797866314649582,1,1,0.004305217880755663
28403,-0.08233433309942484,1,0.07861011475324631,1,1,0.0037242183461785316
76183,-0.08236847631633282,1,0.06268243491649628,1,1,0.01968604139983654
85745,-0.08253770507872105,1,0.0780826285481453,1,1,0.004455076530575752
1135,-0.08293202379718423,1,0.078253835439682,1,1,0.004678188357502222
36600,-0.08310511661693454,1,0.07581128925085068,1,1,0.00729382736608386
68182,-0.08314482145942748,1,0.07993508875370026,1,1,0.0032097327057272196
66976,-0.08317245589569211,1,0.0785951167345047,1,1,0.00457733916118741
37375,-0.08319240901619196,1,0.07823888212442398,1,1,0.004953526891767979
74875,-0.08326343633234501,1,0.07209697365760803,1,1,0.011166462674736977
48011,-0.08343016356229782,1,0.07902300357818604,1,1,0.004407159984111786
74000,-0.08361939853057265,1,0.07896284759044647,1,1,0.004656550940126181
83527,-0.08369982894510031,1,0.08144931495189667,1,1,0.00225051399320364
93020,-0.08426171913743019,1,0.08095508813858032,1,1,0.0033066309988498688
