ai_idx,score,knn_hits,min_dist,pred_sel,conf_sel,conf_abs_err
14308,-0.05066317375167273,2,0.05020156130194664,1,1,0.00046161244972608984
75165,-0.0548056369589176,2,0.05434402450919151,1,1,0.00046161244972608984
36424,-0.05708666946156882,1,0.05662505701184273,1,1,0.00046161244972608984
22940,-0.05905473287566565,1,0.05859312042593956,1,1,0.00046161244972608984
49503,-0.06804285626276396,1,0.06758124381303787,1,1,0.00046161244972608984
72522,-0.06974457632168196,2,0.06928296387195587,1,1,0.00046161244972608984
70328,-0.07108931671245955,1,0.07062770426273346,1,1,0.00046161244972608984
35065,-0.07170156817301176,2,0.07123995572328568,1,1,0.00046161244972608984
59312,-0.07301486711367033,2,0.07255325466394424,1,1,0.00046161244972608984
80705,-0.0738486243353691,3,0.073387011885643,1,1,0.00046161244972608984
33311,-0.075037573085865,1,0.07457596063613892,1,1,0.00046161244972608984
34517,-0.07553799878223799,2,0.0750763863325119,1,1,0.00046161244972608984
32728,-0.07650641034706496,2,0.07604479789733887,1,1,0.00046161244972608984
37992,-0.0790075404511299,1,0.07854592800140381,1,1,0.00046161244972608984
61495,-0.07967210243805312,1,0.07921048998832703,1,1,0.00046161244972608984
88648,-0.0800519181357231,2,0.07959030568599701,1,1,0.00046161244972608984
74517,-0.08042695056064986,2,0.07996533811092377,1,1,0.00046161244972608984
48274,-0.08182564060552977,1,0.08136402815580368,1,1,0.00046161244972608984
19644,-0.08223091493709944,1,0.08176930248737335,1,1,0.00046161244972608984
36409,-0.08269259761436842,2,0.08223098516464233,1,1,0.00046161244972608984
5833,-0.08350578378303908,1,0.08304417133331299,1,1,0.00046161244972608984
85825,-0.08394068162306212,6,0.08347906917333603,1,1,0.00046161244972608984
18452,-0.08447954486473463,3,0.08401793241500854,1,1,0.00046161244972608984
53043,-0.08461156915291212,1,0.08414995670318604,1,1,0.00046161244972608984
98118,-0.0851873351202812,1,0.08472572267055511,1,1,0.00046161244972608984
79171,-0.08589060287340544,1,0.08542899042367935,1,1,0.00046161244972608984
43395,-0.0864969236718025,2,0.08603531122207642,1,1,0.00046161244972608984
94857,-0.0871101958618965,1,0.08664858341217041,1,1,0.00046161244972608984
86387,-0.08768911342485808,2,0.08722750097513199,1,1,0.00046161244972608984
32374,-0.08892108927830122,1,0.08845947682857513,1,1,0.00046161244972608984
98561,-0.08897889833315276,2,0.08851728588342667,1,1,0.00046161244972608984
82618,-0.08953570257290266,2,0.08907409012317657,1,1,0.00046161244972608984
83312,-0.0900428039894905,1,0.0895811915397644,1,1,0.00046161244972608984
81233,-0.09007724802359007,1,0.08961563557386398,1,1,0.00046161244972608984
2965,-0.09031878094538115,1,0.08985716849565506,1,1,0.00046161244972608984
95287,-0.09047227035625838,1,0.09001065790653229,1,1,0.00046161244972608984
39357,-0.09064107071026228,1,0.0901794582605362,1,1,0.00046161244972608984
77477,-0.09066383968456648,1,0.0902022272348404,1,1,0.00046161244972608984
30045,-0.09082714151008986,2,0.09036552906036377,1,1,0.00046161244972608984
90933,-0.09098815600736998,2,0.09052654355764389,1,1,0.00046161244972608984
1582,-0.09132896046503447,3,0.09086734801530838,1,1,0.00046161244972608984
41425,-0.09173702876432799,2,0.0912754163146019,1,1,0.00046161244972608984
79818,-0.09180560390814207,1,0.09134399145841599,1,1,0.00046161244972608984
99287,-0.09262038450106047,1,0.09215877205133438,1,1,0.00046161244972608984
3970,-0.09287386815412901,1,0.09241225570440292,1,1,0.00046161244972608984
18550,-0.09291688780649565,3,0.09245527535676956,1,1,0.00046161244972608984
19245,-0.0929637519584503,1,0.09250213950872421,1,1,0.00046161244972608984
48768,-0.09325765501125716,1,0.09279604256153107,1,1,0.00046161244972608984
16656,-0.09336281250580214,1,0.09290120005607605,1,1,0.00046161244972608984
9397,-0.09337583612068556,1,0.09291422367095947,1,1,0.00046161244972608984
14921,-0.0934481738077011,1,0.092986561357975,1,1,0.00046161244972608984
72057,-0.09350352417095564,1,0.09304191172122955,1,1,0.00046161244972608984
76833,-0.09357480387552641,1,0.09311319142580032,1,1,0.00046161244972608984
99091,-0.09393632094725035,2,0.09347470849752426,1,1,0.00046161244972608984
28415,-0.09428284745081328,1,0.09382123500108719,1,1,0.00046161244972608984
25954,-0.09429111759527586,1,0.09382950514554977,1,1,0.00046161244972608984
36919,-0.09454359541996382,1,0.09408198297023773,1,1,0.00046161244972608984
54619,-0.09502062629326247,2,0.09455901384353638,1,1,0.00046161244972608984
32508,-0.09595629255636595,2,0.09549468010663986,1,1,0.00046161244972608984
92762,-0.09609421025379561,3,0.09563259780406952,1,1,0.00046161244972608984
29190,-0.09651701580150984,3,0.09605540335178375,1,1,0.00046161244972608984
94642,-0.09667926709516905,3,0.09621765464544296,1,1,0.00046161244972608984
58266,-0.09670728872879408,1,0.096245676279068,1,1,0.00046161244972608984
20918,-0.09688485096557997,1,0.09642323851585388,1,1,0.00046161244972608984
76180,-0.09705810676678084,1,0.09659649431705475,1,1,0.00046161244972608984
16919,-0.09740057270391844,1,0.09693896025419235,1,1,0.00046161244972608984
88043,-0.09756371061666869,1,0.0971020981669426,1,1,0.00046161244972608984
61195,-0.09758269469602965,1,0.09712108224630356,1,1,0.00046161244972608984
22631,-0.09807203392847441,1,0.09761042147874832,1,1,0.00046161244972608984
71761,-0.09874614010914229,2,0.0982845276594162,1,1,0.00046161244972608984
35382,-0.09879541824921034,1,0.09833380579948425,1,1,0.00046161244972608984
91271,-0.09879932235344313,1,0.09833770990371704,1,1,0.00046161244972608984
44981,-0.09917546491487883,1,0.09871385246515274,1,1,0.00046161244972608984
13810,-0.099208493338665,1,0.0987468808889389,1,1,0.00046161244972608984
91844,-0.09930263142450713,1,0.09884101897478104,1,1,0.00046161244972608984
3355,-0.09938463251455687,1,0.09892302006483078,1,1,0.00046161244972608984
86184,-0.09964292179211043,1,0.09918130934238434,1,1,0.00046161244972608984
59058,-0.09993791262968443,1,0.09947630017995834,1,1,0.00046161244972608984
68482,-0.09996619503363036,1,0.09950458258390427,1,1,0.00046161244972608984
1399,-0.10031667034490965,1,0.09985505789518356,1,1,0.00046161244972608984
78678,-0.1003458617196884,2,0.09988424926996231,1,1,0.00046161244972608984
24270,-0.1003836585150566,1,0.0999220460653305,1,1,0.00046161244972608984
46870,-0.10041249226196669,2,0.0999508798122406,1,1,0.00046161244972608984
98791,-0.10052077154978178,1,0.1000591591000557,1,1,0.00046161244972608984
97225,-0.10054336171015166,1,0.10008174926042557,1,1,0.00046161244972608984
67144,-0.1006001798377838,1,0.10013856738805771,1,1,0.00046161244972608984
18715,-0.10066912751062773,1,0.10020751506090164,1,1,0.00046161244972608984
80367,-0.10104916672571562,2,0.10058755427598953,1,1,0.00046161244972608984
89598,-0.1011887235508766,1,0.10072711110115051,1,1,0.00046161244972608984
42162,-0.10142852793796919,1,0.1009669154882431,1,1,0.00046161244972608984
10131,-0.10154620240791701,1,0.10108458995819092,1,1,0.00046161244972608984
48665,-0.10214847754104994,2,0.10168686509132385,1,1,0.00046161244972608984
21521,-0.10220251660211943,1,0.10174090415239334,1,1,0.00046161244972608984
1679,-0.10221719424589537,4,0.10175558179616928,1,1,0.00046161244972608984
2762,-0.10223759393556975,1,0.10177598148584366,1,1,0.00046161244972608984
42521,-0.10233878027065657,1,0.10187716782093048,1,1,0.00046161244972608984
56080,-0.10261226128204726,3,0.10215064883232117,1,1,0.00046161244972608984
47313,-0.10333966891630553,2,0.10287805646657944,1,1,0.00046161244972608984
73844,-0.10343555043800734,1,0.10297393798828125,1,1,0.00046161244972608984
42065,-0.10351963769062422,2,0.10305802524089813,1,1,0.00046161244972608984
87788,-0.10353865157230757,1,0.10307703912258148,1,1,0.00046161244972608984
46807,-0.10377354602678679,1,0.1033119335770607,1,1,0.00046161244972608984
