ai_idx,score,hung_match,hung_dist,pred_sel,conf_sel,conf_abs_err
68971,-0.008196764858439565,1,0.004608500748872757,1,1,0.0035882641095668077
26356,-0.022518808662425727,1,0.021912015974521637,1,1,0.0006067926879040897
59255,-0.02660691912751645,1,0.02468404918909073,1,1,0.0019228699384257197
8945,-0.02681258477969095,1,0.026083867996931076,1,1,0.0007287167827598751
30648,-0.02907442068681121,1,0.026401132345199585,1,1,0.0026732883416116238
88816,-0.03414451004937291,1,0.030725903809070587,1,1,0.0034186062403023243
35003,-0.03665844915667549,1,0.03601245954632759,1,1,0.0006459896103478968
35550,-0.03761074540670961,1,0.03703031688928604,1,1,0.0005804285174235702
39174,-0.03799519641324878,1,0.03246178478002548,1,1,0.005533411633223295
46759,-0.03814435005187988,1,0.03013932704925537,1,1,0.008005023002624512
85959,-0.03814526047790423,1,0.03740575164556503,1,1,0.0007395088323391974
60570,-0.03892902273219079,1,0.03862439841032028,1,1,0.0003046243218705058
11637,-0.0394811830483377,1,0.031680602580308914,1,1,0.007800580468028784
51303,-0.039598990231752396,1,0.03892606496810913,1,1,0.0006729252636432648
60742,-0.04076216515386477,1,0.040505070239305496,1,1,0.0002570949145592749
6890,-0.04113959311507642,1,0.03965728357434273,1,1,0.001482309540733695
15201,-0.041152683552354574,1,0.0352044515311718,1,1,0.0059482320211827755
51483,-0.04234980931505561,1,0.03695271909236908,1,1,0.005397090222686529
92840,-0.042632270604372025,1,0.006713449954986572,1,1,0.03591882064938545
61590,-0.04515965562313795,1,0.039640769362449646,1,1,0.005518886260688305
36744,-0.04533013701438904,1,0.037588682025671005,1,1,0.007741454988718033
37361,-0.04533468559384346,1,0.03706741705536842,1,1,0.008267268538475037
94108,-0.04541757656261325,1,0.043447405099868774,1,1,0.0019701714627444744
5888,-0.04551616311073303,1,0.02516379952430725,1,1,0.02035236358642578
64112,-0.04646034399047494,1,0.0426824688911438,1,1,0.0037778750993311405
39159,-0.04751143150497228,1,0.04650307446718216,1,1,0.0010083570377901196
74843,-0.04827292339177802,1,0.04739720746874809,1,1,0.0008757159230299294
74040,-0.04855693317949772,1,0.03557109832763672,1,1,0.012985834851861
79972,-0.04948544502258301,1,0.046781837940216064,1,1,0.0027036070823669434
79278,-0.04973236797377467,1,0.042444128543138504,1,1,0.0072882394306361675
66910,-0.05003116326406598,1,0.04631619155406952,1,1,0.003714971709996462
74614,-0.05047556688077748,1,0.04898377135396004,1,1,0.001491795526817441
