ci_idx,ai_idx,distance,ci_dist,di_cost
8285,60744,0.2909553050994873,0.14250046014785767,0.14845484495162964
7176,45066,0.3182632476091385,0.13411104679107666,0.18415220081806183
2623,10935,0.33663105964660645,0.13866104185581207,0.19797001779079437
1025,63953,0.3433581590652466,0.1160539761185646,0.22730417549610138
3544,17807,0.3453626185655594,0.2192685753107071,0.1260940432548523
2084,8546,0.3524295836687088,0.15928763151168823,0.19314195215702057
3330,88348,0.35306449234485626,0.18666484951972961,0.16639965772628784
6261,3466,0.3553466275334358,0.10158423334360123,0.2537623941898346
8366,28125,0.3577754944562912,0.14796869456768036,0.20980679988861084
1090,66745,0.36234642565250397,0.15576334297657013,0.20658308267593384
5427,30456,0.3669366016983986,0.11851432919502258,0.2484222650527954
7560,59385,0.36933334171772003,0.1536066234111786,0.21572673320770264
5079,26778,0.3711661547422409,0.15871325135231018,0.21245290338993073
5286,90116,0.372557133436203,0.11379984021186829,0.2587572932243347
2153,47638,0.37414540350437164,0.16639091074466705,0.2077544927597046
5441,9742,0.3780387043952942,0.14032700657844543,0.23771169781684875
5947,27137,0.37879565358161926,0.2044145166873932,0.17438113689422607
2480,50384,0.38150931894779205,0.1292620301246643,0.25224730372428894
8902,56157,0.3815540224313736,0.16519194841384888,0.21636207401752472
6079,10279,0.3827524185180664,0.16472285985946655,0.21802955865859985
9970,57370,0.38364721834659576,0.11167101562023163,0.27197620272636414
9887,1501,0.3855523467063904,0.12419295310974121,0.26135939359664917
5091,82993,0.3862563222646713,0.18426983058452606,0.20198649168014526
2547,40940,0.38672198355197906,0.13498450815677643,0.25173747539520264
7621,46430,0.3917282521724701,0.21077637374401093,0.18095187842845917
1578,59061,0.3929078280925751,0.11502000689506531,0.27788782119750977
8455,6221,0.39304663240909576,0.15082237124443054,0.24222426116466522
2507,56711,0.39385198056697845,0.16864340007305145,0.225208580493927
2415,4125,0.3951423764228821,0.08671626448631287,0.3084261119365692
8397,927,0.3956093043088913,0.17935529351234436,0.21625401079654694
5546,92094,0.39588184654712677,0.1748100221157074,0.22107183933258057
5139,30121,0.3970837742090225,0.13978619873523712,0.2572975754737854
2171,10043,0.3982092812657356,0.11005104333162308,0.28815823793411255
6421,78071,0.4000071585178375,0.14900726079940796,0.25099989771842957
7203,26218,0.40090011805295944,0.08307372778654099,0.31782639026641846
2712,24222,0.4029369056224823,0.17511510848999023,0.22782179713249207
8248,58622,0.4032708704471588,0.177251935005188,0.22601893544197083
9968,71231,0.4036383032798767,0.14963629841804504,0.25400200486183167
8696,60961,0.40538065135478973,0.08791644871234894,0.3174642026424408
3211,95504,0.4060289263725281,0.14794191718101501,0.25808700919151306
1677,44591,0.4078460931777954,0.13582167029380798,0.2720244228839874
355,93504,0.40823371708393097,0.17092040181159973,0.23731331527233124
7095,63004,0.4091761112213135,0.16962698101997375,0.23954913020133972
8038,21759,0.41012852638959885,0.12373542785644531,0.28639310598373413
7123,63608,0.4101637899875641,0.1973648965358734,0.21279889345169067
2035,62487,0.41083794832229614,0.16894850134849548,0.24188944697380066
6268,19638,0.4126795530319214,0.24738556146621704,0.16529399156570435
8116,99830,0.4127662181854248,0.17082346975803375,0.24194274842739105
6456,14324,0.4129459634423256,0.09727244079113007,0.3156735301017761
4743,32841,0.4137168824672699,0.19157473742961884,0.22214214503765106
2974,79569,0.41525688767433167,0.12516045570373535,0.2900964319705963
2749,76062,0.4154510200023651,0.16917817294597626,0.24627284705638885
4419,48364,0.41577476263046265,0.15441688895225525,0.2613578736782074
1372,9664,0.41616983711719513,0.1784994751214981,0.23767036199569702
7404,415,0.41635382175445557,0.17427857220172882,0.24207523465156555
650,58830,0.416495606303215,0.14123903214931488,0.27525657415390015
1019,24299,0.41839462518692017,0.1683330535888672,0.250061571598053
3893,95490,0.41860292851924896,0.1307830959558487,0.28781983256340027
3466,21678,0.4187096580862999,0.12076888978481293,0.29794076085090637
9572,37597,0.4193192720413208,0.18059441447257996,0.23872485756874084
4833,11312,0.42006880044937134,0.13912886381149292,0.2809399366378784
8952,76717,0.4218035489320755,0.2339245229959488,0.1878790259361267
1118,86448,0.42203956842422485,0.14520800113677979,0.27683156728744507
4706,92027,0.4229141175746918,0.21451640129089355,0.20839771628379822
3827,43296,0.4240361154079437,0.22890794277191162,0.1951281726360321
942,21339,0.42447805404663086,0.17447549104690552,0.25000256299972534
8656,39166,0.42454129457473755,0.17494648694992065,0.2495948076248169
2764,51275,0.4255066215991974,0.17520445585250854,0.25030216574668884
9427,43735,0.4262728691101074,0.20434176921844482,0.2219310998916626
9329,20725,0.42640137672424316,0.1825355440378189,0.24386583268642426
2653,65903,0.42646434903144836,0.26341819763183594,0.16304612159729004
1410,44720,0.42715469002723694,0.17604857683181763,0.2511061131954193
6605,90012,0.4272310435771942,0.15149223804473877,0.27573880553245544
3173,58139,0.42732666432857513,0.2260468602180481,0.20127980411052704
1822,1388,0.42733022570610046,0.1608770489692688,0.26645317673683167
1185,6162,0.42764855921268463,0.17659857869148254,0.2510499954223633
2912,13696,0.4277963936328888,0.20075422525405884,0.22704216837882996
4154,90498,0.42861974239349365,0.2090565711259842,0.21956315636634827
3188,6281,0.4286618083715439,0.13673295080661774,0.29192885756492615
1785,12282,0.42980441451072693,0.161859929561615,0.26794448494911194
837,87869,0.43002137541770935,0.15275417268276215,0.2772672176361084
1592,41771,0.4303041994571686,0.18002647161483765,0.25027772784233093
8257,13506,0.43046948313713074,0.2575536370277405,0.17291584610939026
9069,87493,0.43072114884853363,0.17647697031497955,0.2542441785335541
8390,35127,0.43163471668958664,0.11541270464658737,0.31622201204299927
6190,38636,0.43197114765644073,0.16251426935195923,0.2694568634033203
4295,54315,0.43295876681804657,0.16190187633037567,0.2710568904876709
80,92789,0.43332019448280334,0.21300286054611206,0.22031734883785248
2042,91743,0.43403831124305725,0.19452543556690216,0.2395128756761551
8013,50976,0.4342617839574814,0.20783990621566772,0.22642187774181366
3428,74682,0.43451160192489624,0.13512665033340454,0.2993849515914917
1037,14127,0.43457522988319397,0.1833977997303009,0.25117743015289307
325,78088,0.43506085872650146,0.12486329674720764,0.3101975619792938
4168,98456,0.43586181104183197,0.18487420678138733,0.25098761916160583
6271,76770,0.4364055246114731,0.23701348900794983,0.19939203560352325
4684,35191,0.43720944225788116,0.18078137934207916,0.256428062915802
2548,39095,0.43749330937862396,0.1876082420349121,0.24988508224487305
5982,55287,0.43766774982213974,0.10226478427648544,0.3354029655456543
9528,16198,0.437950074672699,0.14862102270126343,0.28932905197143555
1711,20507,0.4381019175052643,0.18854820728302002,0.24955371022224426
5570,82960,0.4384731948375702,0.13863317668437958,0.2998400330543518
457,75166,0.4392688572406769,0.19849032163619995,0.24077852070331573
