ai_idx,score,knn_hits,min_dist,pred_sel,conf_sel,conf_abs_err
5519,-0.03610215469961986,1,0.03602129593491554,1,1,8.085876470431685e-05
16422,-0.04502348668512468,1,0.045022670179605484,1,1,8.16505519196653e-07
34253,-0.04590294219087809,1,0.04526020213961601,1,1,0.0006427400512620807
88853,-0.04639936888452212,5,0.04639635235071182,1,1,3.016533810296096e-06
16990,-0.04812721576195145,2,0.04812626913189888,1,1,9.466300525673432e-07
47944,-0.05235544407332782,1,0.05221047252416611,1,1,0.00014497154916170985
62490,-0.05430586897955436,1,0.05430140718817711,1,1,4.461791377252666e-06
21413,-0.05475576809840277,1,0.05470843240618706,1,1,4.733569221571088e-05
13611,-0.05660970305780211,1,0.056596383452415466,1,1,1.3319605386641342e-05
74860,-0.05684634890894813,9,0.05681795999407768,1,1,2.838891487044748e-05
51402,-0.056885052006691694,2,0.054805222898721695,1,1,0.0020798291079699993
90006,-0.05702293222520893,1,0.05701902508735657,1,1,3.9071378523658495e-06
39796,-0.05722884109127335,1,0.05721166729927063,1,1,1.717379200272262e-05
12744,-0.05726838449481875,2,0.05620883032679558,1,1,0.001059554168023169
88716,-0.060995463167273556,2,0.06098547205328941,1,1,9.99111398414243e-06
7090,-0.06130444017617265,1,0.06127036362886429,1,1,3.4076547308359295e-05
67307,-0.06341456506879695,3,0.06341056525707245,1,1,3.999811724497704e-06
86931,-0.06370637472718954,1,0.05977107584476471,1,1,0.003935298882424831
2756,-0.0639176112235873,1,0.06383953988552094,1,1,7.807133806636557e-05
95814,-0.0653601111844182,1,0.061108943074941635,1,1,0.004251168109476566
19022,-0.06585765251656994,1,0.06508167088031769,1,1,0.0007759816362522542
78883,-0.06587044174284529,3,0.0658583790063858,1,1,1.2062736459483858e-05
61792,-0.0665326023763555,4,0.06652327626943588,1,1,9.326106919615995e-06
32590,-0.06854600083443074,2,0.06854430586099625,1,1,1.6949734344962053e-06
60925,-0.06859140971209854,1,0.06718824803829193,1,1,0.0014031616738066077
93054,-0.06860894430428743,2,0.06434673070907593,1,1,0.004262213595211506
34570,-0.06866574106697954,2,0.06866171211004257,1,1,4.028956936963368e-06
85920,-0.06908298269263469,2,0.06907739490270615,1,1,5.5877899285405874e-06
4791,-0.06954357435461134,4,0.06795961409807205,1,1,0.0015839602565392852
88122,-0.06999396270839497,1,0.0699089840054512,1,1,8.497870294377208e-05
4158,-0.0701110547040571,2,0.0701090544462204,1,1,2.000257836698438e-06
54422,-0.07023064815439284,3,0.06845022737979889,1,1,0.0017804207745939493
64126,-0.07030274835415184,1,0.06828903406858444,1,1,0.002013714285567403
23318,-0.07034401234705001,1,0.06890825182199478,1,1,0.0014357605250552297
76122,-0.0703671774583654,2,0.07036643475294113,1,1,7.427054242725717e-07
13868,-0.07059147348627448,11,0.06833463907241821,1,1,0.002256834413856268
54177,-0.07069929293811583,4,0.07069377601146698,1,1,5.51692664885195e-06
14214,-0.07229461259157688,3,0.07227874547243118,1,1,1.586711914569605e-05
31145,-0.07230260921642184,5,0.06797288358211517,1,1,0.004329725634306669
63159,-0.07321133045479655,6,0.07120049744844437,1,1,0.002010833006352186
60303,-0.07328853438957594,1,0.07315332442522049,1,1,0.00013520996435545385
89799,-0.07414185767993331,5,0.06730041652917862,1,1,0.00684144115075469
82466,-0.07418687839526683,1,0.07418505847454071,1,1,1.819920726120472e-06
22002,-0.07432400254765525,3,0.07397186756134033,1,1,0.00035213498631492257
83906,-0.07510231604101136,1,0.0744551420211792,1,1,0.000647174019832164
88425,-0.07545935304369777,1,0.07422526180744171,1,1,0.001234091236256063
95830,-0.07602952141314745,1,0.0735766813158989,1,1,0.0024528400972485542
24274,-0.07604697435090202,2,0.07601730525493622,1,1,2.9669095965800807e-05
2290,-0.07622212450951338,1,0.07124477624893188,1,1,0.004977348260581493
63902,-0.07632528665999416,1,0.07625497877597809,1,1,7.030788401607424e-05
2379,-0.07665526430355385,2,0.07603368163108826,1,1,0.0006215826724655926
93144,-0.07676197780529037,4,0.07663428038358688,1,1,0.00012769742170348763
37684,-0.07681954116560519,2,0.07397259771823883,1,1,0.002846943447366357
15565,-0.07703830175159965,1,0.0768110528588295,1,1,0.00022724889277014881
51192,-0.0773525598924607,4,0.07414482533931732,1,1,0.003207734553143382
32449,-0.07745775175862946,1,0.07720589637756348,1,1,0.0002518553810659796
98610,-0.07817485788837075,2,0.07370062172412872,1,1,0.004474236164242029
59405,-0.0782284781821545,2,0.07822326570749283,1,1,5.212474661675515e-06
68915,-0.07826093980111182,1,0.07470561563968658,1,1,0.003555324161425233
66725,-0.0782635638024658,1,0.07479327917098999,1,1,0.0034702846314758062
79699,-0.0784224477247335,3,0.07799657434225082,1,1,0.0004258733824826777
78140,-0.07871745865122648,4,0.07864721864461899,1,1,7.024000660749152e-05
