ai_idx,score,knn_hits,min_dist,pred_sel,conf_sel,conf_abs_err
22750,-0.04891822300851345,2,0.03486078977584839,1,1,0.014057433232665062
55952,-0.07590284198522568,1,0.045716047286987305,1,1,0.030186794698238373
27009,-0.08231476694345474,1,0.05953224003314972,1,1,0.022782526910305023
43392,-0.0866658054292202,1,0.07683125138282776,1,1,0.00983455404639244
8159,-0.09125451650470495,1,0.08205173164606094,1,1,0.009202784858644009
15196,-0.09765770472586155,1,0.08274994045495987,1,1,0.01490776427090168
84445,-0.10019764117896557,1,0.08091746270656586,1,1,0.01928017847239971
21086,-0.10606887377798557,3,0.07875385880470276,1,1,0.027315014973282814
88113,-0.1081415917724371,1,0.08300245553255081,1,1,0.025139136239886284
73307,-0.11169027257710695,1,0.09881149977445602,1,1,0.012878772802650928
60496,-0.11295871064066887,3,0.09368836134672165,1,1,0.01927034929394722
13470,-0.11433735862374306,1,0.08715388178825378,1,1,0.027183476835489273
85261,-0.1147205252200365,1,0.0951153039932251,1,1,0.01960522122681141
43910,-0.120183439925313,1,0.09399792551994324,1,1,0.02618551440536976
15623,-0.12158909626305103,1,0.10125458240509033,1,1,0.0203345138579607
34046,-0.12162280082702637,1,0.08613386750221252,1,1,0.03548893332481384
73537,-0.12264624051749706,1,0.10214882344007492,1,1,0.020497417077422142
15314,-0.123577113263309,1,0.11374669522047043,1,1,0.009830418042838573
54556,-0.12396141327917576,2,0.11203791201114655,1,1,0.011923501268029213
79107,-0.12461547181010246,1,0.0931423157453537,1,1,0.031473156064748764
37357,-0.12493701837956905,1,0.0944501981139183,1,1,0.03048682026565075
8574,-0.12497872114181519,1,0.10713040083646774,1,1,0.017848320305347443
67339,-0.12566423043608665,1,0.10931729525327682,1,1,0.01634693518280983
17457,-0.12730493023991585,1,0.11575257033109665,1,1,0.011552359908819199
98923,-0.12748344615101814,1,0.1107504665851593,1,1,0.01673297956585884
5702,-0.12769688665866852,1,0.11753948032855988,1,1,0.010157406330108643
1904,-0.12851793505251408,1,0.10967368632555008,1,1,0.018844248726963997
32744,-0.12892568856477737,1,0.08425619453191757,1,1,0.0446694940328598
9456,-0.12977602519094944,3,0.10353455692529678,1,1,0.026241468265652657
85802,-0.1302666189149022,2,0.11851164698600769,1,1,0.01175497192889452
18260,-0.1303330697119236,1,0.10711502283811569,1,1,0.023218046873807907
7321,-0.13057468738406897,1,0.12093465030193329,1,1,0.009640037082135677
69128,-0.13063010293990374,1,0.12183891981840134,1,1,0.0087911831215024
97218,-0.13142612762749195,1,0.1144036203622818,1,1,0.01702250726521015
88156,-0.1325274109840393,2,0.12191649526357651,1,1,0.010610915720462799
95520,-0.13332904875278473,1,0.08022423088550568,1,1,0.05310481786727905
5116,-0.1338173383846879,2,0.11922195553779602,1,1,0.01459538284689188
32778,-0.1340854661539197,1,0.12144111841917038,1,1,0.012644347734749317
84185,-0.13463561236858368,1,0.08969514816999435,1,1,0.044940464198589325
99962,-0.13482744805514812,1,0.11419374495744705,1,1,0.020633703097701073
86692,-0.1351663712412119,2,0.1160726249217987,1,1,0.019093746319413185
92080,-0.13527998328208923,1,0.09609460085630417,1,1,0.039185382425785065
81483,-0.13551701977849007,1,0.10358545929193497,1,1,0.0319315604865551
60925,-0.13575237803161144,1,0.11084931343793869,1,1,0.024903064593672752
97712,-0.13580751046538353,1,0.11747540533542633,1,1,0.0183321051299572
11152,-0.13588640466332436,1,0.11428999155759811,1,1,0.021596413105726242
4110,-0.13634639233350754,1,0.11155959963798523,1,1,0.02478679269552231
20062,-0.13659367989748716,1,0.12493865936994553,1,1,0.011655020527541637
38537,-0.1386027131229639,1,0.1292155385017395,1,1,0.009387174621224403
86353,-0.13983691111207008,1,0.10250741988420486,1,1,0.03732949122786522
42894,-0.14068392105400562,1,0.1275726556777954,1,1,0.013111265376210213
77644,-0.14171956852078438,1,0.12937302887439728,1,1,0.0123465396463871
83118,-0.1418790528550744,1,0.12988613545894623,1,1,0.011992917396128178
18507,-0.142093688249588,1,0.111768439412117,1,1,0.03032524883747101
25336,-0.1447647325694561,1,0.12838613986968994,1,1,0.01637859269976616
90447,-0.14493026956915855,1,0.10322468727827072,1,1,0.04170558229088783
68451,-0.14588484913110733,1,0.12707141041755676,1,1,0.018813438713550568
68139,-0.146272461861372,1,0.1359008401632309,1,1,0.010371621698141098
5659,-0.1482246369123459,1,0.11684747040271759,1,1,0.031377166509628296
46448,-0.1482534259557724,1,0.11311422288417816,1,1,0.03513920307159424
39076,-0.1484057977795601,1,0.1352568417787552,1,1,0.013148956000804901
55844,-0.1484496258199215,1,0.13421739637851715,1,1,0.014232229441404343
23197,-0.1487796176224947,1,0.11885840445756912,1,1,0.029921213164925575
66008,-0.14913983177393675,1,0.13782042264938354,1,1,0.011319409124553204
83247,-0.14928428083658218,1,0.11102832108736038,1,1,0.0382559597492218
56610,-0.15006622858345509,1,0.1256859451532364,1,1,0.024380283430218697
42938,-0.15016834810376167,1,0.11487243324518204,1,1,0.035295914858579636
74147,-0.15048012416809797,1,0.1378331035375595,1,1,0.012647020630538464
93328,-0.15072170086205006,1,0.12744668126106262,1,1,0.023275019600987434
73868,-0.1522098369896412,1,0.11713743209838867,1,1,0.03507240489125252
2397,-0.15246234834194183,1,0.11683597415685654,1,1,0.0356263741850853
15567,-0.15254812687635422,1,0.11632165312767029,1,1,0.03622647374868393
6379,-0.1526135504245758,1,0.12423080205917358,1,1,0.02838274836540222
50137,-0.1530904471874237,1,0.1000187024474144,1,1,0.05307174474000931
95923,-0.15342406183481216,1,0.13258413970470428,1,1,0.02083992213010788
