ai_idx,score,greedy_match,greedy_dist,conf_abs_err
99394,-0.0006984472274780273,1,0.0,0.0006984472274780273
5719,-0.0007028579711914062,1,0.0,0.0007028579711914062
5762,-0.0007586479187011719,1,0.0,0.0007586479187011719
30251,-0.0007980465888977051,1,0.0,0.0007980465888977051
25382,-0.0008524656295776367,1,0.0,0.0008524656295776367
42651,-0.000863830849993974,1,0.0,0.000863830849993974
31619,-0.0008969350019469857,1,0.0,0.0008969350019469857
29071,-0.0009009838104248047,1,0.0,0.0009009838104248047
13486,-0.0009031295776367188,1,0.0,0.0009031295776367188
59839,-0.0009445133036933839,1,0.0,0.0009445133036933839
29205,-0.0009526610374450684,1,0.0,0.0009526610374450684
1803,-0.0009609294938854873,1,0.0,0.0009609294938854873
83873,-0.0009670257568359375,1,0.0,0.0009670257568359375
38783,-0.0009933619294315577,1,0.0,0.0009933619294315577
2323,-0.0010067232651636004,1,0.0,0.0010067232651636004
39684,-0.0010145448613911867,1,0.0,0.0010145448613911867
32543,-0.0010545187396928668,1,0.0,0.0010545187396928668
14965,-0.0010718487901613116,1,0.0,0.0010718487901613116
48429,-0.0010797977447509766,1,0.0,0.0010797977447509766
32135,-0.001087559387087822,1,0.0,0.001087559387087822
46191,-0.0010987702989950776,1,0.0,0.0010987702989950776
25569,-0.001112592057324946,1,0.0,0.001112592057324946
47086,-0.001116335391998291,1,0.0,0.001116335391998291
25026,-0.0011175274848937988,1,0.0,0.0011175274848937988
89369,-0.001127779483795166,1,0.0,0.001127779483795166
76032,-0.0011330842971801758,1,0.0,0.0011330842971801758
59777,-0.001138448715209961,1,0.0,0.001138448715209961
58100,-0.0011648135259747505,1,0.0,0.0011648135259747505
90463,-0.0011699063470587134,1,0.0,0.0011699063470587134
83167,-0.0011704397620633245,1,0.0,0.0011704397620633245
84363,-0.0011711716651916504,1,0.0,0.0011711716651916504
83844,-0.0011807084083557129,1,0.0,0.0011807084083557129
7711,-0.0011857913341373205,1,0.0,0.0011857913341373205
70335,-0.001186576671898365,1,0.0,0.001186576671898365
16694,-0.0011914968490600586,1,0.0,0.0011914968490600586
45322,-0.0011944746365770698,1,0.0,0.0011944746365770698
12985,-0.0011955499649047852,1,0.0,0.0011955499649047852
50583,-0.0011983874719589949,1,0.0,0.0011983874719589949
22796,-0.0012020510621368885,1,0.0,0.0012020510621368885
86412,-0.0012156617594882846,1,0.0,0.0012156617594882846
64119,-0.0012298410292714834,1,0.0,0.0012298410292714834
20916,-0.0012301397509872913,1,0.0,0.0012301397509872913
24549,-0.0012327677104622126,1,0.0,0.0012327677104622126
67200,-0.001238774275407195,1,0.0,0.001238774275407195
36115,-0.001239044009707868,1,0.0,0.001239044009707868
11187,-0.0012577591696754098,1,0.0,0.0012577591696754098
50189,-0.0012620337074622512,1,0.0,0.0012620337074622512
48480,-0.0012645125389099121,1,0.0,0.0012645125389099121
89993,-0.001269404892809689,1,0.0,0.001269404892809689
39702,-0.0012716661440208554,1,0.0,0.0012716661440208554
31717,-0.0012722611427307129,1,0.0,0.0012722611427307129
71090,-0.0012890408979728818,1,0.0,0.0012890408979728818
95565,-0.0012974739074707031,1,0.0,0.0012974739074707031
59916,-0.0013020067708566785,1,0.0,0.0013020067708566785
85500,-0.0013213123893365264,1,0.0,0.0013213123893365264
10824,-0.0013216150691732764,1,0.0,0.0013216150691732764
36143,-0.001326501602306962,1,0.0,0.001326501602306962
10394,-0.0013268826296553016,1,0.0,0.0013268826296553016
12835,-0.00133047834970057,1,0.0,0.00133047834970057
12961,-0.001330857863649726,1,0.0,0.001330857863649726
36032,-0.0013338144635781646,1,0.0,0.0013338144635781646
99672,-0.0013443557545542717,1,0.0,0.0013443557545542717
28721,-0.0013511601136997342,1,0.0,0.0013511601136997342
66941,-0.001360206981189549,1,0.0,0.001360206981189549
80365,-0.0013611912727355957,1,0.0,0.0013611912727355957
85717,-0.00137424748390913,1,0.0,0.00137424748390913
93747,-0.0013794898986816406,1,0.0,0.0013794898986816406
57872,-0.001382618211209774,1,0.0,0.001382618211209774
27680,-0.0013986669946461916,1,0.0,0.0013986669946461916
52637,-0.0014003368560224771,1,0.0,0.0014003368560224771
92646,-0.0014011006569489837,1,0.0,0.0014011006569489837
96058,-0.0014015223132446408,1,0.0,0.0014015223132446408
21328,-0.001403800561092794,1,0.0,0.001403800561092794
30784,-0.0014095200458541512,1,0.0,0.0014095200458541512
73858,-0.0014133506920188665,1,0.0,0.0014133506920188665
24651,-0.0014281723415479064,1,0.0,0.0014281723415479064
1919,-0.001428365707397461,1,0.0,0.001428365707397461
85704,-0.0014287233352661133,1,0.0,0.0014287233352661133
93902,-0.0014296575682237744,1,0.0,0.0014296575682237744
75607,-0.0014297962188720703,1,0.0,0.0014297962188720703
38534,-0.0014440322993323207,1,0.0,0.0014440322993323207
84495,-0.0014447626890614629,1,0.0,0.0014447626890614629
47395,-0.0014505203580483794,1,0.0,0.0014505203580483794
10315,-0.0014600753784179688,1,0.0,0.0014600753784179688
53619,-0.0014703702181577682,1,0.0,0.0014703702181577682
13795,-0.0014737247256562114,1,0.0,0.0014737247256562114
76056,-0.0014831072185188532,1,0.0,0.0014831072185188532
19914,-0.0014859274961054325,1,0.0,0.0014859274961054325
4084,-0.0014888644218444824,1,0.0,0.0014888644218444824
15326,-0.0014910458121448755,1,0.0,0.0014910458121448755
49243,-0.0015003426233306527,1,0.0,0.0015003426233306527
12633,-0.0015018399571999907,1,0.0,0.0015018399571999907
5991,-0.0015091003151610494,1,0.0,0.0015091003151610494
48710,-0.0015130738029256463,1,0.0,0.0015130738029256463
77480,-0.001526499167084694,1,0.0,0.001526499167084694
62179,-0.0015314557822421193,1,0.0,0.0015314557822421193
56589,-0.00153696711640805,1,0.0,0.00153696711640805
2041,-0.001539158052764833,1,0.0,0.001539158052764833
54164,-0.001541570178233087,1,0.0,0.001541570178233087
7353,-0.001541676465421915,1,0.0,0.001541676465421915
52384,-0.0015417889226227999,1,0.0,0.0015417889226227999
26420,-0.0015467177145183086,1,0.0,0.0015467177145183086
40579,-0.0016083407681435347,1,0.0,0.0016083407681435347
92822,-0.00161115569062531,1,0.0,0.00161115569062531
8225,-0.0016187994042411447,1,0.0,0.0016187994042411447
96932,-0.0016191054601222277,1,0.0,0.0016191054601222277
58521,-0.001623947056941688,1,0.0,0.001623947056941688
80691,-0.0016267612809315324,1,0.0,0.0016267612809315324
92797,-0.0016297695692628622,1,0.0,0.0016297695692628622
18178,-0.0016310811042785645,1,0.0,0.0016310811042785645
92390,-0.001634742715395987,1,0.0,0.001634742715395987
43515,-0.001636915490962565,1,0.0,0.001636915490962565
59664,-0.0016377568244934082,1,0.0,0.0016377568244934082
74229,-0.0016459595644846559,1,0.0,0.0016459595644846559
36397,-0.001651167869567871,1,0.0,0.001651167869567871
21250,-0.0016520362114533782,1,0.0,0.0016520362114533782
93116,-0.0016521215438842773,1,0.0,0.0016521215438842773
48242,-0.0016525483224540949,1,0.0,0.0016525483224540949
48185,-0.001654190244153142,1,0.0,0.001654190244153142
79004,-0.0016558865318074822,1,0.0,0.0016558865318074822
73735,-0.0016571126179769635,1,0.0,0.0016571126179769635
14471,-0.0016612972831353545,1,0.0,0.0016612972831353545
15813,-0.0016626184806227684,1,0.0,0.0016626184806227684
76117,-0.0016676783561706543,1,0.0,0.0016676783561706543
57724,-0.0016701817512512207,1,0.0,0.0016701817512512207
91140,-0.0016731619834899902,1,0.0,0.0016731619834899902
3943,-0.001674078986980021,1,0.0,0.001674078986980021
24619,-0.0016782879829406738,1,0.0,0.0016782879829406738
75308,-0.0016788840293884277,1,0.0,0.0016788840293884277
26259,-0.0016838096780702472,1,0.0,0.0016838096780702472
70780,-0.0016863346099853516,1,0.0,0.0016863346099853516
51349,-0.001687765121459961,1,0.0,0.001687765121459961
63044,-0.0016894747968763113,1,0.0,0.0016894747968763113
9396,-0.0016994769684970379,1,0.0,0.0016994769684970379
72803,-0.0016995893092826009,1,0.0,0.0016995893092826009
38484,-0.0017014844343066216,1,0.0,0.0017014844343066216
39452,-0.0017078024102374911,1,0.0,0.0017078024102374911
4309,-0.001717209815979004,1,0.0,0.001717209815979004
32900,-0.0017176371766254306,1,0.0,0.0017176371766254306
27830,-0.0017192396335303783,1,0.0,0.0017192396335303783
32726,-0.0017194747924804688,1,0.0,0.0017194747924804688
76398,-0.0017244815826416016,1,0.0,0.0017244815826416016
3119,-0.0017253023106604815,1,0.0,0.0017253023106604815
86695,-0.0017253449186682701,1,0.0,0.0017253449186682701
21771,-0.001727734925225377,1,0.0,0.001727734925225377
820,-0.0017335922457277775,1,0.0,0.0017335922457277775
62876,-0.0017414195463061333,1,0.0,0.0017414195463061333
21232,-0.0017473988700658083,1,0.0,0.0017473988700658083
69526,-0.001749312155880034,1,0.0,0.001749312155880034
83806,-0.0017621128354221582,1,0.0,0.0017621128354221582
88072,-0.0017634915420785546,1,0.0,0.0017634915420785546
41694,-0.001770764123648405,1,0.0,0.001770764123648405
91189,-0.0017721779877319932,1,0.0,0.0017721779877319932
22948,-0.0017745846416801214,1,0.0,0.0017745846416801214
59982,-0.0017772297142073512,1,0.0,0.0017772297142073512
34260,-0.001779046026058495,1,0.0,0.001779046026058495
71940,-0.0017792823491618037,1,0.0,0.0017792823491618037
80866,-0.0017793652368709445,1,0.0,0.0017793652368709445
16803,-0.0017818486085161567,1,0.0,0.0017818486085161567
26467,-0.0017851261654868722,1,0.0,0.0017851261654868722
51260,-0.0017906799912452698,1,0.0,0.0017906799912452698
84464,-0.0017924929270520806,1,0.0,0.0017924929270520806
72668,-0.0017933122580870986,1,0.0,0.0017933122580870986
37680,-0.0017946605803444982,1,0.0,0.0017946605803444982
55990,-0.0018017217516899109,1,0.0,0.0018017217516899109
58587,-0.0018042480805888772,1,0.0,0.0018042480805888772
6836,-0.0018058917485177517,1,0.0,0.0018058917485177517
33115,-0.0018068512436002493,1,0.0,0.0018068512436002493
31398,-0.001808208879083395,1,0.0,0.001808208879083395
33021,-0.0018115639686584473,1,0.0,0.0018115639686584473
40314,-0.001818250399082899,1,0.0,0.001818250399082899
91135,-0.001822308637201786,1,0.0,0.001822308637201786
62902,-0.0018227449618279934,1,0.0,0.0018227449618279934
19464,-0.001831650733947754,1,0.0,0.001831650733947754
61539,-0.001831801375374198,1,0.0,0.001831801375374198
81510,-0.0018330528400838375,1,0.0,0.0018330528400838375
64327,-0.0018370985053479671,1,0.0,0.0018370985053479671
89899,-0.0018377474043518305,1,0.0,0.0018377474043518305
11643,-0.001839812146499753,1,0.0,0.001839812146499753
58780,-0.0018434892408549786,1,0.0,0.0018434892408549786
38840,-0.0018449033377692103,1,0.0,0.0018449033377692103
40186,-0.0018471155781298876,1,0.0,0.0018471155781298876
75214,-0.0018534660339355469,1,0.0,0.0018534660339355469
49844,-0.001858862116932869,1,0.0,0.001858862116932869
36145,-0.0018608059035614133,1,0.0,0.0018608059035614133
33248,-0.001866100006736815,1,0.0,0.001866100006736815
71903,-0.0018696372862905264,1,0.0,0.0018696372862905264
92174,-0.001870572566986084,1,0.0,0.001870572566986084
13295,-0.0018711434677243233,1,0.0,0.0018711434677243233
95286,-0.0018787034787237644,1,0.0,0.0018787034787237644
90343,-0.0018797623924911022,1,0.0,0.0018797623924911022
91232,-0.001880629570223391,1,0.0,0.001880629570223391
43181,-0.0018819360993802547,1,0.0,0.0018819360993802547
83493,-0.0018885730532929301,1,0.0,0.0018885730532929301
40050,-0.0018917899578809738,1,0.0,0.0018917899578809738
31439,-0.0018928050994873047,1,0.0,0.0018928050994873047
59189,-0.001893162727355957,1,0.0,0.001893162727355957
45979,-0.0018996818689629436,1,0.0,0.0018996818689629436
3272,-0.0019008396193385124,1,0.0,0.0019008396193385124
98331,-0.0019016133155673742,1,0.0,0.0019016133155673742
66097,-0.0019069504924118519,1,0.0,0.0019069504924118519
4174,-0.0019091699505224824,1,0.0,0.0019091699505224824
36796,-0.0019169050501659513,1,0.0,0.0019169050501659513
64494,-0.0019169835140928626,1,0.0,0.0019169835140928626
96901,-0.0019172708271071315,1,0.0,0.0019172708271071315
23361,-0.001919055706821382,1,0.0,0.001919055706821382
70871,-0.00191952520981431,1,0.0,0.00191952520981431
99525,-0.0019213915802538395,1,0.0,0.0019213915802538395
10796,-0.0019237742526456714,1,0.0,0.0019237742526456714
90989,-0.0019243777496740222,1,0.0,0.0019243777496740222
93045,-0.0019298420520499349,1,0.0,0.0019298420520499349
33532,-0.001930650440044701,1,0.0,0.001930650440044701
53439,-0.0019312367076054215,1,0.0,0.0019312367076054215
61618,-0.0019365288317203522,1,0.0,0.0019365288317203522
15710,-0.0019369592191651464,1,0.0,0.0019369592191651464
45416,-0.0019383084727451205,1,0.0,0.0019383084727451205
42279,-0.0019391432870179415,1,0.0,0.0019391432870179415
79075,-0.001942076487466693,1,0.0,0.001942076487466693
3076,-0.0019450393738225102,1,0.0,0.0019450393738225102
46919,-0.001949769677594304,1,0.0,0.001949769677594304
69248,-0.0019524754025042057,1,0.0,0.0019524754025042057
19676,-0.0019533843733370304,1,0.0,0.0019533843733370304
1668,-0.0019568204879760742,1,0.0,0.0019568204879760742
1753,-0.0019576773047447205,1,0.0,0.0019576773047447205
80770,-0.0019612545147538185,1,0.0,0.0019612545147538185
56428,-0.001961988164111972,1,0.0,0.001961988164111972
75519,-0.0019688818138092756,1,0.0,0.0019688818138092756
98352,-0.0019789934158325195,1,0.0,0.0019789934158325195
43752,-0.001979926833882928,1,0.0,0.001979926833882928
56523,-0.0019805054180324078,1,0.0,0.0019805054180324078
94628,-0.0019850346725434065,1,0.0,0.0019850346725434065
70319,-0.001985259586945176,1,0.0,0.001985259586945176
33541,-0.0019970377907156944,1,0.0,0.0019970377907156944
23402,-0.0019971728324890137,1,0.0,0.0019971728324890137
53729,-0.001997728832066059,1,0.0,0.001997728832066059
57302,-0.0019986112602055073,1,0.0,0.0019986112602055073
40042,-0.0020062923431396484,1,0.0,0.0020062923431396484
8868,-0.0020091074984520674,1,0.0,0.0020091074984520674
66562,-0.0020096302032470703,1,0.0,0.0020096302032470703
48846,-0.002010264666751027,1,0.0,0.002010264666751027
43183,-0.002011172706261277,1,0.0,0.002011172706261277
36937,-0.002012046752497554,1,0.0,0.002012046752497554
93138,-0.0020121547859162092,1,0.0,0.0020121547859162092
61939,-0.0020138821564614773,1,0.0,0.0020138821564614773
96451,-0.002013971097767353,1,0.0,0.002013971097767353
69523,-0.0020142793655395508,1,0.0,0.0020142793655395508
4580,-0.002014616271480918,1,0.0,0.002014616271480918
60235,-0.0020159482955932617,1,0.0,0.0020159482955932617
77470,-0.0020170961506664753,1,0.0,0.0020170961506664753
44780,-0.0020188544876873493,1,0.0,0.0020188544876873493
51924,-0.0020232871174812317,1,0.0,0.0020232871174812317
96253,-0.0020239469595253468,1,0.0,0.0020239469595253468
44511,-0.002025829628109932,1,0.0,0.002025829628109932
38797,-0.0020308566745370626,1,0.0,0.0020308566745370626
96297,-0.002032032934948802,1,0.0,0.002032032934948802
33793,-0.0020359987393021584,1,0.0,0.0020359987393021584
73203,-0.0020386327523738146,1,0.0,0.0020386327523738146
49761,-0.002041936619207263,1,0.0,0.002041936619207263
3939,-0.002043257700279355,1,0.0,0.002043257700279355
94178,-0.002044714754447341,1,0.0,0.002044714754447341
15182,-0.002045869827270508,1,0.0,0.002045869827270508
13810,-0.0020531173795461655,1,0.0,0.0020531173795461655
24304,-0.0020557392854243517,1,0.0,0.0020557392854243517
90302,-0.0020571239292621613,1,0.0,0.0020571239292621613
74948,-0.002057292265817523,1,0.0,0.002057292265817523
37879,-0.00206238916143775,1,0.0,0.00206238916143775
84091,-0.0020629437640309334,1,0.0,0.0020629437640309334
15400,-0.0020629907958209515,1,0.0,0.0020629907958209515
71404,-0.002063980558887124,1,0.0,0.002063980558887124
69806,-0.002068467903882265,1,0.0,0.002068467903882265
67529,-0.0020707666408270597,1,0.0,0.0020707666408270597
34752,-0.0020737536251544952,1,0.0,0.0020737536251544952
50229,-0.002074003219604492,1,0.0,0.002074003219604492
32014,-0.0020757950842380524,1,0.0,0.0020757950842380524
78646,-0.00207775691524148,1,0.0,0.00207775691524148
99310,-0.002078167162835598,1,0.0,0.002078167162835598
23937,-0.002079869620501995,1,0.0,0.002079869620501995
93162,-0.0020827993284910917,1,0.0,0.0020827993284910917
48193,-0.00208917073905468,1,0.0,0.00208917073905468
63350,-0.0020925356075167656,1,0.0,0.0020925356075167656
5555,-0.0020942846313118935,1,0.0,0.0020942846313118935
60181,-0.0020991775672882795,1,0.0,0.0020991775672882795
75415,-0.0021004064474254847,1,0.0,0.0021004064474254847
10246,-0.0021013212390244007,1,0.0,0.0021013212390244007
86586,-0.002104640007019043,1,0.0,0.002104640007019043
34392,-0.0021082437597215176,1,0.0,0.0021082437597215176
46743,-0.002113952301442623,1,0.0,0.002113952301442623
42979,-0.0021157627925276756,1,0.0,0.0021157627925276756
7490,-0.0021161437034606934,1,0.0,0.0021161437034606934
83365,-0.0021175816655158997,1,0.0,0.0021175816655158997
97749,-0.0021180897019803524,1,0.0,0.0021180897019803524
57248,-0.0021188012324273586,1,0.0,0.0021188012324273586
33152,-0.002124394988641143,1,0.0,0.002124394988641143
80397,-0.0021251533180475235,1,0.0,0.0021251533180475235
11006,-0.002125672996044159,1,0.0,0.002125672996044159
88697,-0.0021275703329592943,1,0.0,0.0021275703329592943
90306,-0.0021295547485351562,1,0.0,0.0021295547485351562
99654,-0.002132230205461383,1,0.0,0.002132230205461383
76233,-0.0021380342077463865,1,0.0,0.0021380342077463865
75987,-0.002139160642400384,1,0.0,0.002139160642400384
68833,-0.0021393003407865763,1,0.0,0.0021393003407865763
97364,-0.002140805358067155,1,0.0,0.002140805358067155
10462,-0.0021417737007141113,1,0.0,0.0021417737007141113
4924,-0.0021434426307678223,1,0.0,0.0021434426307678223
18378,-0.0021470380015671253,1,0.0,0.0021470380015671253
27028,-0.0021489858627319336,1,0.0,0.0021489858627319336
43760,-0.002149446401745081,1,0.0,0.002149446401745081
61305,-0.0021513954270631075,1,0.0,0.0021513954270631075
45393,-0.0021573305130004883,1,0.0,0.0021573305130004883
70432,-0.0021573714911937714,1,0.0,0.0021573714911937714
73114,-0.00215946976095438,1,0.0,0.00215946976095438
99888,-0.0021689929999411106,1,0.0,0.0021689929999411106
30178,-0.0021714309696108103,1,0.0,0.0021714309696108103
4965,-0.0021729026921093464,1,0.0,0.0021729026921093464
89042,-0.002174198627471924,1,0.0,0.002174198627471924
9524,-0.0021749164443463087,1,0.0,0.0021749164443463087
49650,-0.0021758079528808594,1,0.0,0.0021758079528808594
72818,-0.002178887603804469,1,0.0,0.002178887603804469
16365,-0.002184162614867091,1,0.0,0.002184162614867091
65342,-0.0021848848555237055,1,0.0,0.0021848848555237055
33901,-0.0021865167655050755,1,0.0,0.0021865167655050755
90461,-0.0021895323880016804,1,0.0,0.0021895323880016804
77803,-0.0021896199323236942,1,0.0,0.0021896199323236942
73408,-0.002190202474594116,1,0.0,0.002190202474594116
30531,-0.0021919184364378452,1,0.0,0.0021919184364378452
4491,-0.002192080020904541,1,0.0,0.002192080020904541
37010,-0.002192241605371237,1,0.0,0.002192241605371237
77216,-0.002193629741668701,1,0.0,0.002193629741668701
62608,-0.0021942108869552612,1,0.0,0.0021942108869552612
1234,-0.0021987014915794134,1,0.0,0.0021987014915794134
55238,-0.002199118956923485,1,0.0,0.002199118956923485
61458,-0.00220220978371799,1,0.0,0.00220220978371799
7696,-0.0022031329572200775,1,0.0,0.0022031329572200775
57746,-0.002204724820330739,1,0.0,0.002204724820330739
67740,-0.002206191886216402,1,0.0,0.002206191886216402
30920,-0.0022062063217163086,1,0.0,0.0022062063217163086
