ai_idx,score,knn_hits,min_dist,pred_sel,conf_sel,conf_abs_err
81481,-8.910174074117094e-05,2,0.0,1,1,8.910174074117094e-05
11152,-0.00010046653187600896,2,0.0,1,1,0.00010046653187600896
30278,-0.00014118620310910046,2,0.0,1,1,0.00014118620310910046
25828,-0.00015380082186311483,1,0.0,1,1,0.00015380082186311483
57495,-0.0001645917509449646,3,0.0,1,1,0.0001645917509449646
34117,-0.00018920257571153343,2,0.0,1,1,0.00018920257571153343
44494,-0.0003212726442143321,1,0.0,1,1,0.0003212726442143321
83156,-0.0003407520998734981,2,0.0,1,1,0.0003407520998734981
14316,-0.0003445930778980255,2,0.0,1,1,0.0003445930778980255
72804,-0.0003596054739318788,1,0.0,1,1,0.0003596054739318788
57577,-0.00038371331174857914,3,0.0,1,1,0.00038371331174857914
78390,-0.0004031019052490592,2,0.0,1,1,0.0004031019052490592
57302,-0.0004965390544384718,4,0.0,1,1,0.0004965390544384718
46142,-0.0005172379314899445,3,0.0,1,1,0.0005172379314899445
58971,-0.0006784119177609682,1,0.0,1,1,0.0006784119177609682
73350,-0.0008489826577715576,4,0.0,1,1,0.0008489826577715576
85880,-0.0009597400203347206,3,0.0,1,1,0.0009597400203347206
64636,-0.001084216870367527,1,0.0002391200396232307,1,1,0.0008450968307442963
20340,-0.0014616992557421327,1,0.0,1,1,0.0014616992557421327
65677,-0.0016890832921490073,2,0.0,1,1,0.0016890832921490073
79705,-0.0018245321698486805,1,0.0,1,1,0.0018245321698486805
96059,-0.0019656107760965824,5,0.0,1,1,0.0019656107760965824
60327,-0.0019860428292304277,3,0.0,1,1,0.0019860428292304277
99915,-0.002020101761445403,3,0.0,1,1,0.002020101761445403
31033,-0.002110887784510851,1,0.0,1,1,0.002110887784510851
89790,-0.002380334073677659,3,0.0,1,1,0.002380334073677659
63564,-0.002577408216893673,4,0.0,1,1,0.002577408216893673
73073,-0.002647805609740317,2,0.001208681147545576,1,1,0.0014391244621947408
11896,-0.0031525343656539917,1,0.0,1,1,0.0031525343656539917
97255,-0.0031924922950565815,2,0.0,1,1,0.0031924922950565815
86237,-0.004091060196515173,1,0.003797873854637146,1,1,0.0002931863418780267
91240,-0.004125380364712328,3,0.003347279503941536,1,1,0.0007781008607707918
79882,-0.004403190687298775,1,0.0,1,1,0.004403190687298775
13465,-0.004694938659667969,3,0.0,1,1,0.004694938659667969
90376,-0.005006134510040283,2,0.0,1,1,0.005006134510040283
74869,-0.0051745104137808084,4,0.0022778864949941635,1,1,0.002896623918786645
99338,-0.005312400870025158,1,0.003218531608581543,1,1,0.002093869261443615
74713,-0.005863426951691508,2,0.0034116506576538086,1,1,0.0024517762940376997
88652,-0.005876524373888969,2,0.003862231969833374,1,1,0.0020142924040555954
41603,-0.00716800574446097,1,0.006408544722944498,1,1,0.0007594610215164721
61285,-0.007169663906097412,1,0.0,1,1,0.007169663906097412
86720,-0.007170544471591711,1,0.0029006600379943848,1,1,0.004269884433597326
27077,-0.00783289415994659,1,0.007393366657197475,1,1,0.00043952750274911523
38849,-0.008014023303985596,1,0.006437122821807861,1,1,0.0015769004821777344
11268,-0.00809810683131218,2,0.0,1,1,0.00809810683131218
60563,-0.008145122323185205,3,0.004230529069900513,1,1,0.003914593253284693
21739,-0.008180843200534582,2,0.005149662494659424,1,1,0.0030311807058751583
9424,-0.008196108450647444,2,0.007299269549548626,1,1,0.0008968389010988176
4374,-0.008212116081267595,3,0.0005895495414733887,1,1,0.007622566539794207
76321,-0.008371193776838481,2,0.007299270015209913,1,1,0.0010719237616285682
50173,-0.008694030810147524,6,0.004505932331085205,1,1,0.004188098479062319
71238,-0.00877061128267087,1,0.008522316813468933,1,1,0.0002482944692019373
73378,-0.008776421076618135,3,0.007299269549548626,1,1,0.001477151527069509
10467,-0.010358250932767987,2,0.00965561531484127,1,1,0.0007026356179267168
52732,-0.010549253318458796,2,0.0007683061994612217,1,1,0.009780947118997574
39606,-0.011152514605782926,1,0.009380556643009186,1,1,0.0017719579627737403
86262,-0.011223464040085673,2,0.009874101728200912,1,1,0.0013493623118847609
30854,-0.011657806346192956,1,0.00942349061369896,1,1,0.0022343157324939966
12297,-0.011791231343522668,3,0.011570703238248825,1,1,0.0002205281052738428
16122,-0.011798760388046503,3,0.006600022315979004,1,1,0.005198738072067499
52695,-0.011855611577630043,2,0.0,1,1,0.011855611577630043
44536,-0.012625635601580143,2,0.002446085214614868,1,1,0.010179550386965275
95400,-0.012755608418956399,1,0.012549832463264465,1,1,0.00020577595569193363
31353,-0.013410209212452173,2,0.007299269549548626,1,1,0.006110939662903547
84849,-0.013699759729206562,2,0.012695548124611378,1,1,0.0010042116045951843
38661,-0.0143022736410785,7,0.01424318552017212,1,1,5.9088120906380937e-05
87337,-0.014308379977592267,2,0.014171530492603779,1,1,0.00013684948498848826
87993,-0.014976978563936427,2,0.014598540030419827,1,1,0.00037843853351660073
20966,-0.015640485333278775,1,0.015080800279974937,1,1,0.0005596850533038378
48545,-0.015869180715526454,2,0.0157337486743927,1,1,0.00013543204113375396
72476,-0.01587643224047497,1,0.015004798769950867,1,1,0.0008716334705241024
32348,-0.01608096156269312,2,0.00023911986500024796,1,1,0.01584184169769287
83282,-0.016288710292428732,2,0.01019992958754301,1,1,0.006088780704885721
88985,-0.016519933938980103,1,0.010291069746017456,1,1,0.0062288641929626465
6536,-0.017205119132995605,2,0.008897542953491211,1,1,0.008307576179504395
25237,-0.0172059815376997,2,0.014598540030419827,1,1,0.002607441507279873
12902,-0.01730627886718139,1,0.016763992607593536,1,1,0.0005422862595878541
21018,-0.017459871334722266,1,0.01729656755924225,1,1,0.00016330377548001707
69746,-0.018481363775208592,1,0.015481329523026943,1,1,0.003000034252181649
86481,-0.018523685954278335,2,0.018314313143491745,1,1,0.00020937281078658998
1173,-0.01860901340842247,1,0.014598540961742401,1,1,0.004010472446680069
42328,-0.018971025943756104,1,0.0019311308860778809,1,1,0.017039895057678223
89730,-0.019044368993490934,1,0.007299270015209913,1,1,0.011745098978281021
7584,-0.01911188382655382,3,0.009230400435626507,1,1,0.009881483390927315
43889,-0.01955731490306789,1,0.019450519233942032,1,1,0.0001067956691258587
84971,-0.020353615283966064,1,0.0,1,1,0.020353615283966064
30986,-0.021550489123910666,1,0.016915885731577873,1,1,0.004634603392332792
18755,-0.021635982673615217,1,0.014161651022732258,1,1,0.007474331650882959
84159,-0.02180794533342123,1,0.016067977994680405,1,1,0.005739967338740826
41271,-0.021901025786064565,2,0.020604580640792847,1,1,0.0012964451452717185
18558,-0.021921283565461636,4,0.019786490127444267,1,1,0.0021347934380173683
26711,-0.02217302517965436,1,0.019288761541247368,1,1,0.002884263638406992
50003,-0.022293826565146446,4,0.002574831247329712,1,1,0.019718995317816734
42204,-0.0228375974111259,3,0.019748203456401825,1,1,0.0030893939547240734
63335,-0.02300990466028452,4,0.02129017561674118,1,1,0.0017197290435433388
51933,-0.023327897768467665,2,0.01684056594967842,1,1,0.006487331818789244
93729,-0.02478637092281133,1,0.02363002300262451,1,1,0.0011563479201868176
60020,-0.025926142930984497,3,0.0,1,1,0.025926142930984497
23783,-0.026474381040316075,2,0.025547802448272705,1,1,0.00092657859204337
36943,-0.02649069878680166,3,0.026296846568584442,1,1,0.00019385221821721643
77635,-0.0267641544342041,3,0.0,1,1,0.0267641544342041
8600,-0.027307357639074326,4,0.0,1,1,0.027307357639074326
99923,-0.027622948968200944,4,0.027470296248793602,1,1,0.00015265271940734237
76575,-0.027761399745941162,1,0.019311249256134033,1,1,0.008450150489807129
46563,-0.028218567371368408,3,0.0,1,1,0.028218567371368408
17564,-0.02845312701538205,1,0.02206113375723362,1,1,0.006391993258148432
43874,-0.02857799723278731,5,0.02833893708884716,1,1,0.00023906014394015074
27911,-0.028708340323646553,1,0.028482433408498764,1,1,0.00022590691514778882
29076,-0.02877173852175474,4,0.025322582572698593,1,1,0.0034491559490561485
30809,-0.02939969301223755,3,0.0,1,1,0.02939969301223755
59536,-0.029480434954166412,2,0.02836492285132408,1,1,0.001115512102842331
23817,-0.030142251402139664,1,0.028068827465176582,1,1,0.0020734239369630814
41588,-0.0305362434592098,3,0.02876153215765953,1,1,0.0017747113015502691
14720,-0.030578535835957155,1,0.030374037101864815,1,1,0.00020449873409233987
3254,-0.030636761337518692,1,0.012445017695426941,1,1,0.01819174364209175
99619,-0.030871557755745016,1,0.030681470409035683,1,1,0.00019008734670933336
46235,-0.031316015869379044,1,0.0,1,1,0.031316015869379044
79738,-0.03165831416845322,3,0.026231195777654648,1,1,0.005427118390798569
53115,-0.03177917201537639,3,0.031215300783514977,1,1,0.0005638712318614125
12328,-0.03179572708904743,2,0.005793392658233643,1,1,0.02600233443081379
58068,-0.03199210812454112,1,0.03174880892038345,1,1,0.00024329920415766537
10348,-0.03229790925979614,1,0.032129716128110886,1,1,0.00016819313168525696
20385,-0.0324660123733338,7,0.03204238414764404,1,1,0.0004236282256897539
1979,-0.03266489173984155,1,0.03216719627380371,1,1,0.0004976954660378397
62765,-0.03351482120342553,2,0.03139936551451683,1,1,0.002115455688908696
6230,-0.033899103407748044,2,0.03255370631814003,1,1,0.0013453970896080136
69537,-0.034083374484907836,1,0.03349679335951805,1,1,0.0005865811253897846
69346,-0.034347081440500915,3,0.03358931094408035,1,1,0.0007577704964205623
87186,-0.03466059567290358,2,0.03424884378910065,1,1,0.0004117518838029355
59601,-0.03506764397025108,3,0.02966567501425743,1,1,0.005401968955993652
30553,-0.035093518265057355,2,0.03483595326542854,1,1,0.0002575649996288121
33848,-0.03513507533352822,1,0.03483051806688309,1,1,0.0003045572666451335
797,-0.03524261657730676,3,0.03478488326072693,1,1,0.0004577333165798336
68203,-0.03528373467270285,1,0.03410704433917999,1,1,0.0011766903335228562
30680,-0.035811669076792896,3,0.03526945412158966,1,1,0.0005422149552032351
62747,-0.03642195090651512,2,0.03416026756167412,1,1,0.0022616833448410034
41393,-0.036502301692962646,1,0.026766598224639893,1,1,0.009735703468322754
47841,-0.03738609352149069,2,0.035275593400001526,1,1,0.002110500121489167
42969,-0.03753739595413208,1,0.02950596809387207,1,1,0.00803142786026001
60869,-0.03800694242818281,4,0.03746391832828522,1,1,0.0005430240998975933
48679,-0.03810696490108967,3,0.037765927612781525,1,1,0.0003410372883081436
37884,-0.03839747537858784,2,0.038207583129405975,1,1,0.00018989224918186665
3363,-0.038466644764412194,1,0.03789439797401428,1,1,0.0005722467903979123
24273,-0.03909417162503814,3,0.03899265453219414,1,1,0.00010151709284400567
92787,-0.039836117066442966,2,0.03946973383426666,1,1,0.00036638323217630386
38561,-0.040277207153849304,1,0.038827478885650635,1,1,0.001449728268198669
45631,-0.04042523860698566,3,0.04027971625328064,1,1,0.00014552235370501876
9561,-0.040524448493670207,4,0.04044630005955696,1,1,7.814843411324546e-05
2871,-0.04059103129839059,1,0.04045084863901138,1,1,0.0001401826593792066
55930,-0.04062598943710327,2,0.019311249256134033,1,1,0.02131474018096924
46087,-0.04066585033433512,1,0.03998295217752457,1,1,0.0006828981568105519
86601,-0.04070431020227261,2,0.04056694731116295,1,1,0.00013736289110966027
77515,-0.040797521331114694,1,0.04055284708738327,1,1,0.0002446742437314242
13809,-0.04121082439087331,3,0.03828810155391693,1,1,0.002922722836956382
5615,-0.04176659183576703,1,0.03499706834554672,1,1,0.006769523490220308
46477,-0.04212513891980052,1,0.04188099876046181,1,1,0.0002441401593387127
66715,-0.042149446555413306,5,0.040303491055965424,1,1,0.0018459554994478822
79384,-0.04228562116622925,1,0.0,1,1,0.04228562116622925
94553,-0.042382024810649455,1,0.041887350380420685,1,1,0.0004946744302287698
50894,-0.04274409211939201,1,0.042659636586904526,1,1,8.445553248748183e-05
68760,-0.04275756506831385,5,0.04247411713004112,1,1,0.0002834479382727295
33166,-0.04276800691150129,2,0.042369503527879715,1,1,0.00039850338362157345
11963,-0.04277805774472654,2,0.04159954562783241,1,1,0.001178512116894126
15807,-0.042884471724391915,4,0.04267048463225365,1,1,0.00021398709213826805
59376,-0.042886472918326035,2,0.042566023766994476,1,1,0.0003204491513315588
94315,-0.0429229736328125,1,0.007860898971557617,1,1,0.03506207466125488
41627,-0.04293160978704691,1,0.0412580631673336,1,1,0.0016735466197133064
13705,-0.04340719559695572,1,0.042428821325302124,1,1,0.0009783742716535926
88852,-0.043438086460810155,2,0.04321057349443436,1,1,0.000227512966375798
9136,-0.04344959265290527,6,0.0433635339140892,1,1,8.605873881606385e-05
71441,-0.04378233608440496,2,0.043601881712675095,1,1,0.00018045437172986567
92174,-0.04384679676149972,1,0.043554745614528656,1,1,0.0002920511469710618
54728,-0.04393990433891304,1,0.043709442019462585,1,1,0.00023046231945045292
97133,-0.04395208618370816,1,0.04310070723295212,1,1,0.0008513789507560432
60863,-0.04422073811292648,1,0.003733500838279724,1,1,0.04048723727464676
89655,-0.044378376740496606,1,0.04394353926181793,1,1,0.0004348374786786735
90809,-0.04451223579235375,2,0.042906515300273895,1,1,0.001605720492079854
76984,-0.04453953821212053,3,0.031144678592681885,1,1,0.013394859619438648
18404,-0.04482068959623575,3,0.04263245686888695,1,1,0.0021882327273488045
90840,-0.044876354062580504,1,0.044674478471279144,1,1,0.00020187559130135924
90402,-0.045429039862938225,1,0.04441792145371437,1,1,0.0010111184092238545
98964,-0.04562543795327656,3,0.0454920157790184,1,1,0.0001334221742581576
44167,-0.045713781379163265,2,0.04459612816572189,1,1,0.001117653213441372
49571,-0.04587282692955341,1,0.045673925429582596,1,1,0.00019890149997081608
32351,-0.04588509333552793,2,0.04574384167790413,1,1,0.00014125165762379766
6018,-0.046167673557647504,3,0.046069059520959854,1,1,9.861403668764979e-05
74780,-0.04625975986709818,1,0.04592132195830345,1,1,0.0003384379087947309
17942,-0.04632987827062607,2,0.03853601589798927,1,1,0.007793862372636795
41926,-0.04653814362245612,1,0.04646369069814682,1,1,7.44529243092984e-05
78501,-0.04670292139053345,2,0.0,1,1,0.04670292139053345
64107,-0.046915903163608164,1,0.04659922420978546,1,1,0.00031667895382270217
96347,-0.046947744907811284,2,0.046663448214530945,1,1,0.00028429669328033924
87697,-0.04696654435247183,4,0.045681457966566086,1,1,0.0012850863859057426
4240,-0.047428400721400976,2,0.04699680581688881,1,1,0.000431594904512167
89996,-0.04743469139793888,2,0.04706776514649391,1,1,0.0003669262514449656
38022,-0.047437307075597346,1,0.046140752732753754,1,1,0.0012965543428435922
24706,-0.04759366391226649,2,0.041197750717401505,1,1,0.006395913194864988
77507,-0.04763860660023056,1,0.04739181697368622,1,1,0.00024678962654434144
30798,-0.0477811424061656,1,0.04584936052560806,1,1,0.001931781880557537
45491,-0.047902487887768075,2,0.04756397381424904,1,1,0.0003385140735190362
60642,-0.04793503339169547,3,0.047539133578538895,1,1,0.00039589981315657496
87576,-0.04809163138270378,1,0.046815838664770126,1,1,0.0012757927179336548
49349,-0.04821912874467671,1,0.04513223469257355,1,1,0.003086894052103162
8585,-0.04829911267734133,1,0.04796183109283447,1,1,0.0003372815845068544
16725,-0.04844983929069713,1,0.04784297198057175,1,1,0.0006068673101253808
99378,-0.048452714312588796,3,0.048186469823122025,1,1,0.0002662444894667715
54293,-0.04847715306095779,1,0.04705960676074028,1,1,0.0014175463002175093
78094,-0.048478460405021906,1,0.04712666571140289,1,1,0.0013517946936190128
40042,-0.04848065064288676,1,0.0482114814221859,1,1,0.00026916922070086
60953,-0.04874081548769027,1,0.047370072454214096,1,1,0.0013707430334761739
63611,-0.04879027116112411,2,0.04760576784610748,1,1,0.0011845033150166273
29231,-0.04880435881204903,3,0.047500159591436386,1,1,0.0013041992206126451
94158,-0.049285877496004105,3,0.04178284481167793,1,1,0.007503032684326172
21994,-0.049406705307774246,1,0.0475931316614151,1,1,0.0018135736463591456
90440,-0.04941367503488436,1,0.048890355974435806,1,1,0.0005233190604485571
83874,-0.04947744660603348,1,0.04925170913338661,1,1,0.00022573747264686972
32856,-0.04955568724835757,1,0.049323491752147675,1,1,0.0002321954962098971
26312,-0.049599896650761366,1,0.04599151015281677,1,1,0.0036083864979445934
91701,-0.049705977478879504,1,0.04955824837088585,1,1,0.0001477291079936549
83048,-0.04972955718403682,2,0.049284130334854126,1,1,0.00044542684918269515
1636,-0.04981792368926108,1,0.048523351550102234,1,1,0.001294572139158845
72227,-0.04982478613965213,2,0.049012571573257446,1,1,0.0008122145663946867
60824,-0.04985055513679981,1,0.04882529005408287,1,1,0.0010252650827169418
68709,-0.04985650011803955,1,0.049055345356464386,1,1,0.0008011547615751624
14030,-0.04985712608322501,2,0.048558834940195084,1,1,0.0012982911430299282
77879,-0.049866472094436176,1,0.04966193065047264,1,1,0.00020454144396353513
51422,-0.050185641972348094,1,0.04676099866628647,1,1,0.0034246433060616255
54701,-0.05019347905181348,2,0.047518495470285416,1,1,0.0026749835815280676
59260,-0.05021817056694999,1,0.0495428591966629,1,1,0.0006753113702870905
87784,-0.05023703788174316,2,0.04974121227860451,1,1,0.0004958256031386554
3770,-0.05027640162734315,1,0.049646344035863876,1,1,0.0006300575914792717
3807,-0.050400802749209106,3,0.04890686273574829,1,1,0.001493940013460815
39384,-0.050468780485971365,2,0.050366468727588654,1,1,0.00010231175838271156
40879,-0.0506656845100224,5,0.04465369135141373,1,1,0.006011993158608675
75172,-0.05103892972692847,3,0.046631794422864914,1,1,0.004407135304063559
24189,-0.051043935905909166,3,0.050912514328956604,1,1,0.00013142157695256174
77875,-0.05111969995778054,6,0.05036640167236328,1,1,0.0007532982854172587
56581,-0.051150238839909434,1,0.05054313316941261,1,1,0.0006071056704968214
23072,-0.05119063926395029,3,0.04956073686480522,1,1,0.0016299023991450667
77419,-0.051428957434836775,2,0.051069475710392,1,1,0.0003594817244447768
32346,-0.051535360282287,1,0.04872968792915344,1,1,0.0028056723531335592
55327,-0.05156387947499752,1,0.0470733679831028,1,1,0.004490511491894722
30871,-0.05165594138088636,1,0.051182109862565994,1,1,0.00047383151832036674
2159,-0.0517205493451911,2,0.05161271244287491,1,1,0.00010783690231619403
17590,-0.05182412243448198,2,0.04891461506485939,1,1,0.002909507369622588
95318,-0.051860337844118476,1,0.05120183154940605,1,1,0.0006585062947124243
51937,-0.051944473292678595,2,0.05156894773244858,1,1,0.0003755255602300167
72314,-0.05204811680596322,2,0.05172395706176758,1,1,0.0003241597441956401
57868,-0.05222540270187892,1,0.051881007850170135,1,1,0.0003443948517087847
95349,-0.05224272422492504,2,0.045264292508363724,1,1,0.0069784317165613174
99533,-0.05267547552648466,2,0.052476849406957626,1,1,0.00019862611952703446
51877,-0.05272136128041893,1,0.05085976421833038,1,1,0.0018615970620885491
44819,-0.0527716692595277,1,0.05245977267622948,1,1,0.00031189658329822123
31808,-0.052814439637586474,1,0.05186789482831955,1,1,0.0009465448092669249
22661,-0.052963076159358025,1,0.026287466287612915,1,1,0.02667560987174511
80652,-0.053007018272182904,6,0.052870143204927444,1,1,0.00013687506725545973
76583,-0.05300858162809163,5,0.052214283496141434,1,1,0.0007942981319501996
46346,-0.05313322971051093,1,0.05298501253128052,1,1,0.00014821717923041433
96889,-0.053185207303613424,4,0.05108833685517311,1,1,0.0020968704484403133
3963,-0.05325743928551674,1,0.05200760439038277,1,1,0.0012498348951339722
14651,-0.05335434933658689,1,0.05182526633143425,1,1,0.0015290830051526427
21007,-0.05339854213525541,1,0.05291393771767616,1,1,0.00048460441757924855
37879,-0.05341695538663771,1,0.05321010202169418,1,1,0.00020685336494352669
92481,-0.05348615808179602,3,0.05323471873998642,1,1,0.0002514393418096006
7219,-0.05356028187088668,3,0.051927901804447174,1,1,0.0016323800664395094
58502,-0.053593214601278305,3,0.015536308288574219,1,1,0.038056906312704086
25539,-0.05372324923519045,1,0.05283265560865402,1,1,0.0008905936265364289
39275,-0.05374071013648063,5,0.05246061459183693,1,1,0.0012800955446437001
23279,-0.05383495782734826,1,0.053087398409843445,1,1,0.0007475594175048172
23275,-0.053939805715344846,1,0.053311243653297424,1,1,0.0006285620620474219
87320,-0.053987582825357094,1,0.05382051318883896,1,1,0.00016706963651813567
18458,-0.054077931214123964,3,0.05398206412792206,1,1,9.58670862019062e-05
27860,-0.05411105518578552,1,0.05377653241157532,1,1,0.0003345227742101997
62197,-0.05413713166490197,5,0.05127786099910736,1,1,0.002859270665794611
91649,-0.05416018347023055,1,0.053458213806152344,1,1,0.0007019696640782058
44799,-0.05419346131384373,4,0.05021180585026741,1,1,0.003981655463576317
