ci_idx,ai_idx,distance
0,18560,0.002426322032697501
1,80924,0.012992185130715369
2,44254,0.007385354209691287
3,62266,0.004404264017939569
4,1220,0.006762183513492344
5,89264,0.01616645435802639
6,38748,0.005473299277946349
7,63934,0.0034156882809475027
8,95520,0.004785428941249852
9,81553,0.0030954137537628403
10,21872,0.007961436910554762
11,92791,0.0050145543506369
12,33014,0.013793065799400215
13,98607,0.0038846377283334767
14,71773,0.0060675627784803525
15,83498,0.00594278581440449
16,84800,0.0039868337474763356
17,37102,0.0186617773771286
18,53859,0.012182813733816147
19,27471,0.009188021132722497
20,87351,0.0048158495151437814
21,70992,0.0063294820534065335
22,13891,0.019404976069927214
23,28273,0.006300709098577495
24,11614,0.009278205223381523
25,63993,0.004397497177124024
26,50470,0.02182599816471338
27,51616,0.012954157590866091
28,46366,0.006771408915519711
29,58926,0.0031732231378555275
30,6411,0.0036805149912834184
31,39685,0.012126424759626386
32,27645,0.005383776053786277
33,86199,0.016458516935817895
34,86258,0.009331253953278062
35,39673,0.009278778322041032
36,89822,0.004685408324003217
37,93953,0.004592710286378851
38,11621,0.007485024407505991
39,17404,0.004476671097800138
40,40542,0.002794321626424792
41,51448,0.004896504003554578
42,46661,0.008156337738037114
43,24874,0.006057936921715735
44,75568,0.005321282190270724
45,89888,0.007336704060435299
46,12228,0.0042488441802561285
47,25525,0.004163526007905601
48,97185,0.008583936644718052
49,21120,0.0032277272734791036
50,60937,0.012256268188357348
51,31481,0.0020735867414623504
52,43524,0.020067157465964554
53,65841,0.013906061053276061
54,27641,0.0038903918303549315
55,57386,0.003829609416425232
56,73515,0.004634693600237373
57,19856,0.006167020369321111
58,52306,0.008042848929762845
59,56008,0.006255933800712231
60,86986,0.007492181882262229
61,39352,0.01690451368689537
62,14374,0.005358642712235446
63,37595,0.006853646920062604
64,82004,0.011246012526098635
65,72516,0.008378347083926202
66,53972,0.0050471604242920895
67,93532,0.00673546046484262
68,13202,0.005295986942946914
69,5356,0.00898277934640646
70,56221,0.007277277074754241
71,5567,0.006622323244810111
72,32722,0.007451299577951428
73,26370,0.005257446113973863
74,70562,0.003159932051785287
75,31691,0.002709786072373394
76,24616,0.005311727942898868
77,85629,0.0036619806662201897
78,38778,0.0073025199957191984
79,62802,0.014199752574786543
80,79426,0.004297024612314997
81,233,0.002236874951049689
82,31176,0.004467251328751445
83,41574,0.001963609424419703
84,69617,0.0075814785808324785
85,86269,0.007954219027888027
86,48272,0.005732147325761617
87,33366,0.0059881638363003704
88,45910,0.007128872200846666
89,73890,0.03921051852405072
90,85726,0.005490931607782837
91,33994,0.004821365922689434
92,16179,0.017611811645328997
93,59143,0.005083993710577485
94,9272,0.007047319859266283
95,81794,0.006922857724130159
96,45670,0.003275685985572635
97,30878,0.0068634734745137375
98,82865,0.003340455442667007
99,51969,0.007349967621266846
100,88047,0.0032575225830078136
101,38296,0.0029123547300696356
102,66269,0.003251293255016205
103,12698,0.013960561361163856
104,59173,0.005375521183013919
