ci_idx,ai_idx,distance
0,27353,0.253898948431015
1,25996,1.338043212890625
2,75763,1.3246023654937744
3,23251,1.4635506868362427
4,21359,2.5237722396850586
5,33837,0.2066584974527359
6,87973,1.9512834548950195
7,94355,0.3833785355091095
8,86407,1.2071447372436523
9,45876,0.2464282214641571
10,85186,0.1932278275489807
11,92362,1.6412400007247925
12,62708,1.5213322639465332
13,6013,0.30469298362731934
14,37956,0.40002280473709106
15,39632,0.6671708822250366
16,57861,0.24699139595031738
17,54230,0.363032728433609
18,67158,0.08986509591341019
19,1543,0.10120543837547302
20,60980,1.2165815830230713
21,80010,1.2866159677505493
22,13578,1.1943303346633911
23,53929,0.2918832004070282
24,62718,1.49428129196167
25,92245,0.3419380486011505
26,63152,2.167922019958496
27,20174,1.051267385482788
28,95057,1.2053344249725342
29,57210,0.3198672831058502
30,44059,1.2002661228179932
31,64114,1.426666259765625
32,59686,1.3119704723358154
33,68063,0.20840364694595337
34,53691,0.29928937554359436
35,56213,0.6787209510803223
36,57096,1.840045690536499
37,91336,1.209742784500122
38,98948,0.2615542411804199
39,33183,0.14116257429122925
40,9414,2.675638198852539
41,65621,0.36139366030693054
42,58115,1.1911407709121704
43,25947,0.6770055890083313
44,55194,0.25040489435195923
45,75796,0.17696869373321533
46,97465,0.36089766025543213
47,33863,0.07750573009252548
48,13611,1.351837396621704
49,49617,0.4915779232978821
50,60573,0.24575304985046387
51,15407,1.4653042554855347
52,87196,0.18845361471176147
53,85906,0.7604700922966003
54,35713,1.0456434488296509
55,92581,0.19662386178970337
56,36588,0.08183574676513672
57,95784,2.090465784072876
58,44231,1.147761583328247
59,96988,1.198474407196045
60,67574,1.1161776781082153
61,18425,1.4816211462020874
62,79054,0.11805374920368195
63,67893,1.276201844215393
64,56549,1.2042663097381592
65,75029,1.3208284378051758
66,65096,0.45392686128616333
67,32622,0.5108954906463623
68,14243,0.28766632080078125
69,14376,1.460015892982483
70,81848,1.195799469947815
71,62679,0.25010955333709717
72,37144,0.12520411610603333
