ci_idx,ai_idx,distance
0,14279,0.00889157281650688
1,41043,0.013343253958025813
2,48592,0.017698982132792182
3,7927,0.009915863069548251
4,85474,0.010514052712785065
5,2243,0.01346857078027396
6,20864,0.010308128015962894
7,87446,0.013624801227966315
8,81977,0.04946504112446929
9,17821,0.009938870724339705
10,89203,0.014537203215134444
11,7363,0.006134157969510406
12,53912,0.009319936524545124
13,81486,0.010098612136761494
14,45937,0.007684870636648757
15,93092,0.029612793010434083
16,33479,0.02794392027238401
17,27131,0.02229155948811489
18,12092,0.016769176645898547
19,25322,0.016855540243473275
20,92193,0.02429559845562929
21,30796,0.013985274210168718
22,64853,0.018275780472416698
23,5026,0.009999734109522375
24,84301,0.020985746291401403
25,59239,0.013153832776519797
26,82769,0.013494149436322784
27,22044,0.011352867439022144
28,95580,0.016304253292207534
29,79246,0.012090994075346006
30,83654,0.01696729641012814
31,23776,0.009006964186957754
32,80539,0.008063238974218328
33,12440,0.030789149016553836
34,6038,0.04086667723047866
35,4798,0.011726501529038197
36,58939,0.019384318070714487
37,75660,0.009398705858653062
38,47754,0.01932059560427859
39,82746,0.01749628691343281
40,56599,0.00789496618175731
41,82481,0.014507935871368251
42,94498,0.00748691277286299
43,92846,0.010207211748312506
44,76580,0.02214368269452393
45,32943,0.029946077295574525
46,80540,0.012621605455289626
47,86779,0.017312513605439502
48,46366,0.01918771426854006
49,44092,0.017443256486858877
50,46213,0.02410462577969473
51,35011,0.02159340358377706
52,21296,0.01030827425657685
53,62778,0.024170219242839668
54,13201,0.016000089588450415
55,67728,0.01079443962777045
56,16118,0.014353029919531116
57,13808,0.012767618555557948
58,24683,0.015947329324949404
59,27983,0.014380194320096617
60,9071,0.023708686755092807
61,24453,0.02065349167350038
62,36369,0.018670194714289563
63,50083,0.00986249407262161
64,54528,0.01743518417011422
65,62850,0.010501330952727352
66,36016,0.019525137678162677
67,87427,0.013294972275854699
68,21412,0.010813847625127906
69,65856,0.024015537890339535
70,69571,0.015959749645151698
71,28549,0.013564592965699536
72,27691,0.018299095755728495
73,67533,0.009890236741779947
74,83899,0.010256095053625392
75,23689,0.007187552795485941
76,17440,0.04297419644772849
77,99039,0.017733200894489327
78,5075,0.01636137618757075
79,29031,0.017769922385547945
80,47873,0.014803844442166179
81,71770,0.04133437738512554
82,21948,0.052257195471592494
83,34725,0.010837069737485343
84,37199,0.014554269958204389
85,24422,0.009749751831906336
86,39353,0.009907154865999702
87,61781,0.008691728055661804
88,94410,0.009232842325221072
89,66249,0.010869845703432688
90,25075,0.022975847070258952
91,11157,0.019391563030023557
92,14723,0.02158664417736942
93,32581,0.009419596373405191
94,18201,0.007783958859293069
95,59788,0.007396668442491185
96,57357,0.008740392857046368
97,80303,0.027938566997329096
98,76309,0.015235967240317325
99,90518,0.03316940196825858
100,13225,0.008738666410921877
101,18620,0.0406904646911387
102,52724,0.02923434713348451
103,17035,0.02864701857659224
104,55663,0.016044816677529244
105,27534,0.010529725519113098
106,56356,0.01541366383633281
107,939,0.01566492708236271
108,18376,0.015807770152478213
109,2920,0.006139049909561843
110,49310,0.010414566234395758
111,99530,0.010556216935344104
112,1940,0.007670142311574255
113,7961,0.009464712929002934
114,17974,0.010164404252469863
115,14967,0.01740967155495093
116,72247,0.014992255288979621
117,76774,0.009510519647923963
118,65189,0.011661325725261937
119,39151,0.021340864727890024
120,70691,0.03101446979366676
121,8220,0.015908547672728417
122,44339,0.007309619018629339
123,24839,0.018425756949773796
124,38210,0.011436044554878452
125,63059,0.015033625427550826
126,56083,0.0075026315720693685
