ci_idx,ai_idx,distance
0,2943,0.08873668313026428
1,34962,0.42019233107566833
2,6746,0.09521380811929703
3,75923,0.14944550395011902
4,62842,0.10018681734800339
5,33125,0.07915811240673065
6,6733,0.7997363805770874
7,17183,0.09282535314559937
8,12456,0.37282678484916687
9,24698,0.33795610070228577
10,22136,0.23811975121498108
11,41944,0.35475286841392517
12,7778,0.12582650780677795
13,43703,0.4583720564842224
14,3128,0.09121771901845932
15,96778,0.258795827627182
16,74753,0.10939405113458633
17,74129,0.1442926675081253
18,99118,0.1648862361907959
19,31691,0.12785446643829346
20,87447,0.14641766250133514
21,25322,0.1014816015958786
22,86760,0.15219372510910034
23,92737,0.18471287190914154
24,74764,0.32219967246055603
25,43012,0.2375417947769165
26,71956,0.11387236416339874
27,66907,0.07722347229719162
28,51930,0.3679441511631012
29,89212,0.12794438004493713
30,32114,0.11059543490409851
31,21226,0.3204970061779022
32,20978,0.19148962199687958
33,1809,0.12452699989080429
34,21913,0.18648964166641235
35,44712,0.3042100667953491
36,82745,0.2937033772468567
37,830,0.16250702738761902
38,44400,0.188893660902977
39,22215,0.16104568541049957
40,47058,0.2306721955537796
41,37143,0.1752973347902298
42,45007,0.1370132565498352
43,63179,0.15655404329299927
44,33651,0.1055230125784874
45,23160,0.07748165726661682
46,48174,0.14347732067108154
47,75881,0.17217262089252472
48,97193,0.3053257167339325
49,47842,0.15279938280582428
50,71846,0.08776061236858368
51,22390,0.2113172709941864
52,17197,0.23494873940944672
53,91879,0.15539167821407318
54,95261,0.21365442872047424
55,36663,0.10111243277788162
56,55710,0.11364255845546722
57,75332,0.21248385310173035
58,82386,0.11012708395719528
59,11620,0.20097385346889496
60,22214,0.120961494743824
61,86286,0.33199670910835266
62,56999,0.09620654582977295
63,76801,0.17843954265117645
64,55487,0.10395889729261398
65,22238,0.16618314385414124
66,57799,0.18013331294059753
67,24472,0.18127106130123138
68,63864,0.08907392621040344
69,12043,0.12845921516418457
70,68996,0.10555177181959152
71,40722,0.09733153134584427
72,82823,0.17020471394062042
73,82460,0.11524420231580734
74,83669,0.32093971967697144
75,20795,0.12156426906585693
76,27395,0.32626497745513916
77,5698,0.06526370346546173
78,31115,0.12105828523635864
79,7187,0.16005682945251465
80,69088,0.07388011366128922
81,63235,0.2512054443359375
82,93898,0.10700424760580063
83,75704,0.15457558631896973
84,43074,0.12537139654159546
85,47078,0.14205221831798553
86,13134,0.09497035294771194
87,3880,0.10585368424654007
88,74522,0.13309894502162933
89,75228,0.07206277549266815
90,38786,0.28270572423934937
91,61915,0.07722789794206619
92,2984,0.07008776813745499
93,44160,0.11006543040275574
94,58068,0.30540889501571655
95,1262,0.2899405062198639
96,23745,0.2595604360103607
97,48948,0.5335127711296082
98,81375,0.10234037041664124
99,36032,0.10420310497283936
100,827,0.13059014081954956
101,78643,0.2052314132452011
102,65595,0.11643426865339279
103,1958,0.11733384430408478
104,54336,0.29491958022117615
105,29137,0.10665826499462128
106,91269,0.14880874752998352
107,40610,0.06291323155164719
108,13529,0.32029396295547485
109,39959,0.2173440158367157
110,20906,0.2580069899559021
111,13087,0.14463181793689728
112,95360,0.25080734491348267
113,16880,0.1467546671628952
114,30795,0.10324288159608841
115,75947,0.21126605570316315
116,58179,0.148539200425148
117,98346,0.13139517605304718
118,87183,0.09240342676639557
119,47417,0.15092426538467407
120,9572,0.2424607276916504
121,28748,0.09963620454072952
122,92313,0.20556652545928955
123,21183,0.10846132040023804
124,22610,0.05580228567123413
125,87122,0.33646219968795776
126,25327,0.11685704439878464
127,84379,0.1702239215373993
128,95335,0.11937291920185089
129,47571,0.1975230574607849
130,21324,0.10035876929759979
131,12401,0.10482282191514969
132,46699,0.06003580987453461
133,89134,0.25198081135749817
134,44566,0.15199615061283112
135,6788,0.10444288700819016
136,66590,0.21551012992858887
137,38958,0.3499082326889038
138,21234,0.2713503837585449
139,28841,0.1279253363609314
140,4291,0.10305102914571762
141,14730,0.0610443539917469
142,75158,0.10212085396051407
143,67187,0.1208958700299263
144,94164,0.14532588422298431
145,57013,0.10604444891214371
146,24775,0.1433294415473938
147,82432,0.19972875714302063
148,88418,0.08709076046943665
149,96034,0.23274721205234528
150,9375,0.11586874723434448
151,63579,0.1520988643169403
152,60918,0.20849937200546265
153,40447,0.10393621027469635
154,1982,0.22861169278621674
155,9003,0.11281108856201172
156,17672,0.15294699370861053
157,18582,0.25281038880348206
158,2351,0.26191526651382446
159,54613,0.23266592621803284
160,97903,0.16857172548770905
161,78843,0.19134284555912018
162,87818,0.21072441339492798
163,16746,0.3536047041416168
164,95577,0.1991788148880005
165,71027,0.16192086040973663
166,58557,0.11712844669818878
167,63053,0.11809860914945602
168,82158,0.3500154912471771
169,27861,0.341105192899704
170,63802,0.2518581748008728
171,70699,0.11827658116817474
172,95434,0.11174695938825607
173,24221,0.14843469858169556
174,80102,0.10293840616941452
175,18233,0.06984709948301315
176,23250,0.14951536059379578
177,97777,0.252113938331604
178,13204,0.07992950081825256
179,32094,0.08723659068346024
180,90254,0.8899538516998291
181,40010,0.23461520671844482
182,15469,0.15490464866161346
183,39006,0.27899080514907837
184,32239,0.08228804916143417
185,50564,0.09844735264778137
186,24654,0.16830959916114807
187,35406,0.19744479656219482
188,8659,0.19385367631912231
189,7782,0.10857482999563217
190,71270,0.20195510983467102
191,98128,0.1438605636358261
192,88438,0.15888375043869019
193,60354,0.0970858484506607
194,11815,0.14221711456775665
195,52873,0.09082488715648651
196,11422,0.1881905049085617
197,32777,0.1140575185418129
198,69073,0.38689711689949036
199,24168,0.18228304386138916
200,7430,0.19266845285892487
201,86442,0.1072239801287651
202,30974,0.3223371207714081
203,31661,0.18011143803596497
204,7465,0.26156920194625854
205,45965,0.1270366907119751
206,50507,0.14156080782413483
207,31656,0.09814489632844925
208,43287,0.12494277209043503
209,93700,0.5945104956626892
210,9191,0.18256190419197083
211,12695,0.22627714276313782
212,88547,0.1768101155757904
213,34936,0.166876420378685
214,85487,0.1734188348054886
215,57340,0.27509209513664246
216,59880,0.21425196528434753
217,32779,0.17803269624710083
218,32337,0.14829421043395996
219,87226,0.4357668459415436
220,58641,0.10842667520046234
221,49743,0.33244073390960693
222,68176,0.1270495355129242
223,89588,0.09887881577014923
224,47709,0.17435669898986816
225,50605,0.30173438787460327
226,69294,0.24423402547836304
227,15962,0.19023512303829193
228,68187,0.10970863699913025
229,98150,0.24218431115150452
230,89686,0.12600094079971313
231,59792,0.2848964035511017
232,3223,0.07800089567899704
233,5033,0.22900207340717316
234,46677,0.11450183391571045
235,96313,0.1705685555934906
236,14004,0.1819545030593872
237,29126,0.3219771385192871
238,31987,0.16778989136219025
239,795,0.5745804905891418
240,62185,0.2502877414226532
241,4356,0.3829518258571625
242,8120,0.20969834923744202
243,23572,0.08432261645793915
244,47388,0.15349334478378296
245,21104,0.12421856820583344
246,20536,0.3030659258365631
247,34279,0.16083313524723053
248,52667,0.21051807701587677
249,50679,0.2189141809940338
250,92634,0.08556195348501205
251,31177,0.3058566451072693
252,6116,0.4443342089653015
253,40604,0.45474016666412354
254,98844,0.47356322407722473
255,7612,0.11262841522693634
256,80386,0.25014936923980713
257,96462,0.1908799111843109
258,2104,0.12057827413082123
259,37679,0.08931522816419601
260,13715,0.2489534318447113
261,36429,0.1951097846031189
262,22483,0.1523417830467224
263,89599,0.1850689798593521
264,100,0.1805480271577835
265,47827,0.13620471954345703
266,40026,0.0867362916469574
267,37856,0.12690222263336182
268,875,0.25617069005966187
269,61801,0.13959112763404846
270,56790,0.09576182812452316
271,90722,0.14706037938594818
272,85783,0.6318842172622681
273,96913,0.10075776278972626
274,15225,0.053076211363077164
275,32973,0.4877960979938507
276,10491,0.4483264982700348
277,68635,0.14033204317092896
278,88002,0.15891745686531067
279,71786,0.3199502229690552
280,31507,0.13494625687599182
281,67424,0.29166358709335327
282,93912,0.10441157221794128
283,45828,0.2874163091182709
284,67460,0.1890813410282135
285,62802,0.3277786076068878
286,21297,0.20316247642040253
287,68318,0.17585621774196625
288,21178,0.12849563360214233
289,79346,0.25713643431663513
290,13531,0.07574965804815292
291,25939,0.1162692978978157
292,77241,0.08609026670455933
293,74542,0.5150759816169739
294,10174,0.24654850363731384
295,43999,0.26428472995758057
296,13068,0.13834993541240692
297,85280,0.10931489616632462
298,40216,0.4282292425632477
299,73186,0.15362103283405304
300,12876,0.128872349858284
301,43322,0.34030935168266296
302,50446,0.1496071219444275
303,86891,0.09215760231018066
304,91117,0.14543136954307556
305,34938,0.16748955845832825
306,86844,0.08003226667642593
307,63998,0.3288523256778717
308,81737,0.4607929587364197
309,5738,0.07676540315151215
310,54727,0.16039378941059113
311,55292,0.3086259365081787
312,2342,0.5577807426452637
313,59434,0.0851408839225769
314,87757,0.10325509309768677
315,91772,0.12222182750701904
316,53890,0.2101966291666031
317,88075,0.27390941977500916
318,63799,0.15078383684158325
319,99255,0.27618658542633057
320,22970,0.14063839614391327
321,45646,0.29530903697013855
322,27754,0.1986619383096695
323,89986,0.0697832778096199
324,37738,0.26714828610420227
325,7807,0.1328190267086029
326,13436,0.11438198387622833
327,31273,0.22144077718257904
328,6991,0.054617058485746384
329,72834,0.3081066310405731
330,41554,0.2948540449142456
331,70710,0.12065648287534714
332,10844,0.1850576400756836
333,43735,0.08919468522071838
334,95156,0.6702271699905396
335,3901,0.3491947650909424
336,47485,0.05133672058582306
337,54829,0.21687263250350952
338,9992,0.16410057246685028
339,54044,0.06729038804769516
340,95782,0.30875468254089355
